Instance,Source component,Source component app name,App owner,Composite component,Called component,Called component app name,,
Colombus,PCPCD070,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC01X,DPX1010,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD070,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC01X,NPBLDIR,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD070,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC01X,DPX1030,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD070,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC01X,BNPPDR,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD070,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC01X,DPX1011,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD070,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC01X,DPSNPMSA,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD070,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC01X,DPRNPMSA,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD070,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC01X,DPRNPTBA,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD070,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC01X,DPXISAM,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD070,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC01X,DPSRV70A,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD070,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC01X,DPRRV70A,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD070,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC05X,DC05,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD070,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC05X,TLKUP,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD070,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC05X,TXCVDMYC,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD070,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC05X,TXCVMYTD,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD070,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC05X,VSAMIO,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD070,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC05X,DISAMIO,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD070,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC05X,IOCONTRL,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD070,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC07X,DC07,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD070,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC07X,TLKUP,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD070,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC07X,VSAMIO,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD070,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC07X,DISAMIO,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD070,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC07X,IOCONTRL,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD081,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10MRGX,DC10MERG,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD081,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10MRGX,VSAMIO,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD081,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10MRGX,DISAMIO,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD081,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10MRGX,IOCONTRL,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,DC10,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,CPALPHA,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,DC10MCHG,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,DC10MISC,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,DC10RBIL,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,DC10MCIO,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,DC10PRIO,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,DC10TRIO,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,DC10S,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,DCAB0010,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,UTAB0002,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,DC10SPRB,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,DC11,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,NBCU0010,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,NP00020,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,TXCVDMYC,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,VSAMIO,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,DISAMIO,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,IOCONTRL,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,TXCVMYTD,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,NP10030,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,TLKUP,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,MORTREAD,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,DPX1040,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,UPWRITE,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,NPGETEL,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,NPCOMREC,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,DPX1050,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,DPX1010,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,NPBLDIR,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,DPX1030,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,BNPPDR,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,DPX1011,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,DPSNPMSA,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,DPRNPMSA,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,DPRNPTBA,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,DPXISAM,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,DPSRV70A,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,DPRRV70A,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD080,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC10X,DPX1012,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC40X,DC40,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC40X,NP00020,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC40X,DPX0040,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC40X,DPX0010,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC40X,UPWRITE,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC40X,DC40A,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC40X,DC42AFL,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC40X,VSAMIO,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC40X,TLKUP,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC40X,TXCVDMYC,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC40X,DTXQDATA,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC40X,TXCVMYTD,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC40X,DISAMIO,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC40X,IOCONTRL,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC40X,DPX1020,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC40X,DPX1010,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC40X,DPXISAM,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC40X,DPX1011,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC40X,DPSNPMSA,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC40X,DPRNPMSA,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,DC42,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,NP00020,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,DPX0040,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,DPX0010,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,DC42AFL,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,MDPREMH,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,MDPREMA,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,DPX8040,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,UPWRITE,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,TLKUP,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,TXCVDMYC,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,DTXQDATA,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,TXCVMYTD,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,VSAMIO,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,DISAMIO,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,IOCONTRL,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,DPX8045,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,DPX8046,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,DPA8042,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,DPA8043,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,DPA1100,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,DPX1011,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,DPX1030,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,DPX1012,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,NPGETNXE,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,NPGETEL,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,MDPREMB,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,MDPREMD,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,DPX1020,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,DPX1010,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,DPXISAM,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,DPSNPMSA,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,DPRNPMSA,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,NPBLDIR,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,NPCOMREC,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,BNPPDR,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,DPA1000,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,DPX8047,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,NPADDEL,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,NPGETPRV,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,NPGETLST,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,NPDELEL,Actuarial,#N/A,#N/A
Colombus,PCAEM040,Actuarial,"Hutto, Amy",DC42X,BDPARCB,Actuarial,#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,DC45,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,DPA0740,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,DPA0420,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,DPA0080,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,DPX0060,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,DPX1030,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,NPGETNXE,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,NPGETEL,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,MDPREMH,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,MDPREMA,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,TXCVMYTD,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,TXCVDMYC,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,TLKUP,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,VSAMIO,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,DISAMIO,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,IOCONTRL,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,DPA1100,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,MDPREMB,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,MDPREMD,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,NPBLDIR,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,DPX1012,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,NPCOMREC,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,DPX1011,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,BNPPDR,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,DPX1010,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,DPX1020,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,DPA3060,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,NPGETID,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,DPX1050,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,DPXISAM,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,DPSNPMSA,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,DPRNPMSA,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD100,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC45X,DPRNPTBA,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD140,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC69X,DC69,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD140,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC69X,TXCVMYTD,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD140,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC69X,TXCVDMYC,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD140,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC69X,VSAMIO,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD140,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC69X,DISAMIO,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD140,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC69X,IOCONTRL,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD130,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC70MERX,DC70MERG,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD130,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC70MERX,VSAMIO,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD130,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC70MERX,DISAMIO,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD130,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC70MERX,IOCONTRL,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD130,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC70X,DC70,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD130,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC70X,PCAB0120,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD130,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC70X,VSAMIO,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD130,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC70X,DISAMIO,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD130,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC70X,IOCONTRL,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD130,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC70X,TXCVMYTD,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD130,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DC70X,TLKUP,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD040,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DPA7000X,DPA7000,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD040,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DPA7000X,VSAMIO,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
Colombus,PCPCD040,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",DPA7000X,DISAMIO,Life 70 (core batch processing stay on mainframe),#N/A,#N/A
