component_name,component_type,tloc,orphan,Inscope
FA34P01,COBOL,2684,Yes,Yes
FA37P01,COBOL,2725,Yes,Yes
FA38P01,COBOL,1293,Yes,Yes
FA39P01,COBOL,2796,Yes,Yes
FA36P01,COBOL,4239,Yes,Yes
FA41P01,COBOL,1288,Yes,Yes
FA42P01,COBOL,971,Yes,Yes
FA43P01,COBOL,1387,Yes,Yes
FA44P01,COBOL,1764,Yes,Yes
FA40P01,COBOL,1835,Yes,Yes
FA46P01,COBOL,566,Yes,Yes
FA45P01,COBOL,1409,Yes,Yes
FA48P01,COBOL,1829,Yes,Yes
FA47P01,COBOL,1773,Yes,Yes
FA50P01,COBOL,791,Yes,Yes
FA49P01,COBOL,1230,Yes,Yes
FA52P01,COBOL,1221,Yes,Yes
FA51P01,COBOL,1311,Yes,Yes
FA62P01,COBOL,1178,Yes,Yes
FA61P01,COBOL,811,Yes,Yes
FA66P01,COBOL,942,Yes,Yes
FA65P01,COBOL,719,Yes,Yes
FA72P01,COBOL,872,Yes,Yes
FA71P01,COBOL,589,Yes,Yes
FA76P01,COBOL,1384,Yes,Yes
FA75P01,COBOL,763,Yes,Yes
FA82P01,COBOL,1521,Yes,Yes
FA81P01,COBOL,648,Yes,Yes
FA84P01,COBOL,1251,Yes,Yes
FA83P01,COBOL,1059,Yes,Yes
FA85P01,COBOL,1072,Yes,Yes
FA86P01,COBOL,1513,Yes,Yes
FA94P01,COBOL,1141,Yes,Yes
FA95P01,COBOL,1014,Yes,Yes
FC02P01,COBOL,503,Yes,Yes
FC11P01,COBOL,1066,Yes,Yes
FC01P01,COBOL,1267,Yes,Yes
FC13P01,COBOL,1480,Yes,Yes
FC12P01,COBOL,1774,Yes,Yes
FC15P01,COBOL,1603,Yes,Yes
FC14P01,COBOL,786,Yes,Yes
FC17P01,COBOL,3629,Yes,Yes
FC16P01,COBOL,2588,Yes,Yes
FC18P01,COBOL,1000,Yes,Yes
FC19P01,COBOL,1009,Yes,Yes
FC21P01,COBOL,1274,Yes,Yes
FC22P01,COBOL,2000,Yes,Yes
FC23P01,COBOL,1626,Yes,Yes
FC24P01,COBOL,786,Yes,Yes
FC20P01,COBOL,1460,Yes,Yes
FC25P01,COBOL,3576,Yes,Yes
FC26P01,COBOL,2806,Yes,Yes
FC27P01,COBOL,1332,Yes,Yes
FC28P01,COBOL,2937,Yes,Yes
FC30P01,COBOL,1316,Yes,Yes
FC29P01,COBOL,3261,Yes,Yes
FC31P01,COBOL,2547,Yes,Yes
FC32P01,COBOL,2791,Yes,Yes
FC33P01,COBOL,1289,Yes,Yes
FC35P01,COBOL,2179,Yes,Yes
FC41P01,COBOL,1440,Yes,Yes
FC42P01,COBOL,4928,Yes,Yes
FC34P01,COBOL,1285,Yes,Yes
FC43P01,COBOL,1125,Yes,Yes
FC45P01,COBOL,1354,Yes,Yes
FC46P01,COBOL,1514,Yes,Yes
FC47P01,COBOL,2141,Yes,Yes
FC48P01,COBOL,2004,Yes,Yes
FC44P01,COBOL,5101,Yes,Yes
FC49P01,COBOL,1461,Yes,Yes
FC51P01,COBOL,764,Yes,Yes
FC52P01,COBOL,879,Yes,Yes
FC50P01,COBOL,1348,Yes,Yes
FC53P01,COBOL,556,Yes,Yes
FC54P01,COBOL,969,Yes,Yes
FC55P01,COBOL,670,Yes,Yes
FC56P01,COBOL,1732,Yes,Yes
FC61P01,COBOL,891,Yes,Yes
FC62P01,COBOL,1494,Yes,Yes
FC63P01,COBOL,1281,Yes,Yes
FC64P01,COBOL,995,Yes,Yes
FC57P01,COBOL,1804,Yes,Yes
FC66P01,COBOL,1101,Yes,Yes
FC72P01,COBOL,1432,Yes,Yes
FC73P01,COBOL,1274,Yes,Yes
FC75P01,COBOL,1394,Yes,Yes
FC76P01,COBOL,1930,Yes,Yes
FC77P01,COBOL,1303,Yes,Yes
FC65P01,COBOL,1535,Yes,Yes
FC78P01,COBOL,1460,Yes,Yes
FC81P01,COBOL,957,Yes,Yes
FC82P01,COBOL,2985,Yes,Yes
FC91P01,COBOL,1211,Yes,Yes
FC93P01,COBOL,923,No,Yes
FC94P01,COBOL,1156,Yes,Yes
FC95P01,COBOL,1044,Yes,Yes
FSA001,COBOL,375,No,Yes
FSA009,COBOL,1401,No,Yes
FC92P01,COBOL,2434,No,Yes
FSA011,COBOL,2441,No,Yes
FSA012,COBOL,524,No,Yes
FSA013,COBOL,1587,No,Yes
FSA014,COBOL,706,No,Yes
FSA020,COBOL,827,No,Yes
FSA010,COBOL,1711,No,Yes
FSA030,COBOL,962,No,Yes
FSA040,COBOL,1741,No,Yes
FSA050,COBOL,915,No,Yes
FSA060,COBOL,1029,No,Yes
FSA028,COBOL,2208,No,Yes
FSA075,COBOL,2889,No,Yes
FSA089,COBOL,669,No,Yes
FSA090,COBOL,901,No,Yes
FSA102,COBOL,1246,No,Yes
FSA071,COBOL,740,No,Yes
FSA117,COBOL,945,No,Yes
FSA120,COBOL,474,No,Yes
FSA125,COBOL,2313,No,Yes
FSA127,COBOL,465,No,Yes
FSA108,COBOL,1132,No,Yes
FSA203,COBOL,497,No,Yes
FSA204,COBOL,465,No,Yes
FSA205,COBOL,656,No,Yes
FSA128,COBOL,729,No,Yes
FSA300,COBOL,1088,No,Yes
FSA901,COBOL,2429,No,Yes
FSA902,COBOL,2498,No,Yes
FSA206,COBOL,1768,No,Yes
GC01P01,COBOL,1511,Yes,Yes
GC02P01,COBOL,3438,Yes,Yes
GC03P01,COBOL,2629,Yes,Yes
GC04P01,COBOL,4910,Yes,Yes
FZ99P01,COBOL,501,Yes,Yes
GC08P01,COBOL,3719,Yes,Yes
GC99P01,COBOL,506,Yes,Yes
GCS001,COBOL,1676,No,Yes
GC06P01,COBOL,2423,Yes,Yes
GCS003,COBOL,1927,No,Yes
GCS004,COBOL,2643,No,Yes
GCS002,COBOL,2737,No,Yes
GCS005,COBOL,2457,No,Yes
GCS007,COBOL,1836,No,Yes
GCS010,COBOL,617,No,Yes
GCS006,COBOL,2226,No,Yes
GCS021,COBOL,3141,No,Yes
GCS022,COBOL,880,No,Yes
GCS050,COBOL,1348,No,Yes
GCS051,COBOL,937,No,Yes
GCS052,COBOL,3131,No,Yes
GCS053,COBOL,690,No,Yes
GCS054,COBOL,1121,No,Yes
GCS056,COBOL,636,No,Yes
GCS060,COBOL,1159,No,Yes
GCS069,COBOL,955,No,Yes
GCS070,COBOL,1143,No,Yes
GCS055,COBOL,2059,No,Yes
GCS101,COBOL,689,Yes,Yes
GCS200,COBOL,1734,No,Yes
GEN022,COBOL,977,No,Yes
GEN110,COBOL,178,No,Yes
GEN120,COBOL,132,No,Yes
GEN510,COBOL,681,No,Yes
GEN600,COBOL,752,No,Yes
GEN610,COBOL,1348,No,Yes
GEN810,COBOL,2055,No,Yes
GEN820,COBOL,2236,No,Yes
GEN900,COBOL,1664,No,Yes
GEN901,COBOL,348,No,Yes
GEN910,COBOL,2545,No,Yes
GEN911,COBOL,2553,No,Yes
GEN920,COBOL,15,No,No
GEN920,COBOL,4503,No,Yes
GEN830,COBOL,2308,No,Yes
GEN920,COBOL,2715,No,Yes
GEN920,COBOL,3492,No,Yes
GEN920,COBOL,5639,No,No
GEN920,COBOL,1739,No,No
GEN920.java,COBOL,1127,Yes,No
GENA2E,COBOL,32,No,Yes
GEN920,COBOL,6230,No,No
GF40P01,COBOL,482,Yes,Yes
GF40P02,COBOL,3197,Yes,Yes
GENE2A,COBOL,38,No,Yes
GF40P05,COBOL,6089,Yes,Yes
GGL810,COBOL,702,No,Yes
GGL811,COBOL,482,No,Yes
GF40P04,COBOL,471,Yes,Yes
GGL910,COBOL,236,No,Yes
GHH901,COBOL,571,No,Yes
GHH902,COBOL,578,No,Yes
GGL820,COBOL,1050,No,Yes
GHP102,COBOL,819,No,Yes
GHP104,COBOL,1070,No,Yes
GHP100,COBOL,856,No,Yes
GLV001,COBOL,1718,No,Yes
GLV002,COBOL,2469,No,Yes
GHP106,COBOL,951,No,Yes
GLV004,COBOL,664,No,Yes
GLV005,COBOL,457,No,Yes
GLV003,COBOL,2480,No,Yes
GLV300,COBOL,1072,No,Yes
GLV400,COBOL,620,No,Yes
GLV200,COBOL,3329,No,Yes
GLV816,COBOL,1643,No,Yes
GPOS625,COBOL,538,No,Yes
GLV530,COBOL,852,No,Yes
GPOS629,COBOL,812,No,Yes
GPOS628,COBOL,870,No,Yes
GPOS645,COBOL,572,No,Yes
GS30P01,COBOL,520,No,Yes
GS60P01,COBOL,794,No,Yes
GS61P01,COBOL,1364,Yes,Yes
GPOS630,COBOL,165,Yes,Yes
GS81P01,COBOL,1926,Yes,Yes
GS82P01,COBOL,2017,Yes,Yes
GS83P01,COBOL,2109,No,Yes
GS91P01,COBOL,2117,No,Yes
GSP000,COBOL,642,No,Yes
GSP009,COBOL,470,Yes,Yes
GSP010,COBOL,5857,Yes,Yes
GSP015,COBOL,647,Yes,Yes
GSP020,COBOL,3201,Yes,Yes
GSP005,COBOL,490,Yes,Yes
GSP054,COBOL,577,Yes,Yes
GSP055,COBOL,2675,Yes,Yes
GSP060,COBOL,6870,Yes,Yes
GSP065,COBOL,1451,Yes,Yes
GSP050,COBOL,3566,Yes,Yes
GSP072,COBOL,1133,Yes,Yes
GSP080,COBOL,258,No,Yes
GSP085,COBOL,818,Yes,Yes
GSP090,COBOL,2625,Yes,Yes
GSP095,COBOL,2871,No,Yes
GSP070,COBOL,635,No,Yes
GSP110,COBOL,489,No,Yes
GSP120,COBOL,618,No,Yes
GSP800,COBOL,4324,No,Yes
GSP820,COBOL,983,No,Yes
GSP850,COBOL,965,Yes,Yes
GSP096,COBOL,648,No,Yes
GSP880,COBOL,438,Yes,Yes
GSP890,COBOL,147,Yes,Yes
GSP910,COBOL,1135,Yes,Yes
GSP916,COBOL,433,Yes,Yes
GSP990,COBOL,2033,Yes,Yes
GSP855,COBOL,958,Yes,Yes
GSPHLK,COBOL,461,Yes,Yes
GSPLBR,COBOL,1996,Yes,Yes
GSP998,COBOL,280,Yes,Yes
GSPM01,COBOL,10197,No,Yes
GSPM02,COBOL,2576,Yes,Yes
GSPM00,COBOL,7197,Yes,Yes
GSPM04,COBOL,1503,Yes,Yes
GSPM05,COBOL,1882,Yes,Yes
GSPM06,COBOL,2452,Yes,Yes
GSPM03,COBOL,2422,Yes,Yes
GSPM08,COBOL,1981,Yes,Yes
GSPM09,COBOL,10257,Yes,Yes
GSPM70,COBOL,162,Yes,Yes
GSPM90,COBOL,1043,Yes,Yes
GSPM07,COBOL,3121,Yes,Yes
HI01P01,COBOL,1412,Yes,Yes
HI02P01,COBOL,6334,Yes,Yes
HI03P01,COBOL,1985,Yes,Yes
HI04P01,COBOL,3732,Yes,Yes
HI05P01,COBOL,2742,Yes,Yes
GSPMHL,COBOL,3718,Yes,Yes
HI08P01,COBOL,1916,Yes,Yes
HI09P01,COBOL,1887,Yes,Yes
HI10P01,COBOL,2458,Yes,Yes
HI92P01,COBOL,1458,Yes,Yes
HI06P01,COBOL,8194,Yes,Yes
HI99P01,COBOL,506,Yes,Yes
HPLU060,COBOL,905,No,Yes
HPLU065,COBOL,2260,No,Yes
HPLU070,COBOL,1126,No,Yes
HI93P01,COBOL,1343,Yes,Yes
HPOS645,COBOL,572,No,Yes
HPOS665,COBOL,2810,No,Yes
HRM100,COBOL,262,No,Yes
HRM210,COBOL,348,No,Yes
HRP260,COBOL,683,No,Yes
HRP261,COBOL,531,No,Yes
HRP262,COBOL,682,No,Yes
HRP263,COBOL,685,No,Yes
HRP583,COBOL,1199,No,Yes
HRP586,COBOL,1001,No,Yes
HRP594,COBOL,1248,No,Yes
HRP595,COBOL,230,No,Yes
HRP596,COBOL,230,No,Yes
HRP597,COBOL,230,No,Yes
IMM163,COBOL,3249,No,Yes
IMM167,COBOL,1385,No,Yes
IMMC0CC2,COBOL,680,No,Yes
IMMC1CC2,COBOL,684,No,Yes
IMMC2CCT,COBOL,659,No,Yes
IMMW01,COBOL,1059,No,Yes
IMMW02,COBOL,635,No,Yes
HPOS173,COBOL,2031,No,Yes
IMMW03,COBOL,1228,No,Yes
IMMW04,COBOL,584,No,Yes
IMMW05,COBOL,1610,No,Yes
IMMW20,COBOL,741,No,Yes
IMMW30,COBOL,1718,No,Yes
IMMW35,COBOL,682,No,Yes
IMMW40,COBOL,3167,No,Yes
IMMW45,COBOL,1664,No,Yes
IMMW10,COBOL,1371,No,Yes
IMMW80,COBOL,1321,No,Yes
IMMW81,COBOL,4469,No,Yes
IMMW82,COBOL,3947,No,Yes
IMMW83,COBOL,1398,No,Yes
IMMW50,COBOL,2299,No,Yes
IMMW85,COBOL,1060,Yes,Yes
IMMW86,COBOL,1459,No,Yes
IMMW84,COBOL,878,No,Yes
IMMW96,COBOL,1008,No,Yes
IMR010,COBOL,1164,No,Yes
IMR020,COBOL,3197,No,Yes
IMMW87,COBOL,2022,Yes,Yes
IMR100,COBOL,452,No,Yes
IMR350,COBOL,408,No,Yes
IMR920,COBOL,1211,No,Yes
IMR921,COBOL,845,No,Yes
IMR025,COBOL,1044,No,Yes
INA010,COBOL,900,Yes,Yes
INA013,COBOL,1229,No,Yes
INA071,COBOL,723,No,Yes
INA095,COBOL,683,No,Yes
INA100,COBOL,379,No,Yes
IMR930,COBOL,586,No,Yes
INA106,COBOL,439,No,Yes
INA101,COBOL,243,No,Yes
INA107,COBOL,141,No,Yes
INA108,COBOL,5098,Yes,Yes
INA108A,COBOL,4176,No,Yes
INA112,COBOL,1960,Yes,Yes
INA113,COBOL,2916,Yes,Yes
INA109,COBOL,199,No,Yes
INA121,COBOL,322,Yes,Yes
INA123,COBOL,4427,No,Yes
INA125,COBOL,1118,No,Yes
INA114,COBOL,2451,Yes,Yes
INA131,COBOL,1191,No,Yes
INA130,COBOL,1617,Yes,Yes
INA134,COBOL,2583,Yes,Yes
INA134,COBOL,8,Yes,No
INA134,COBOL,2140,Yes,Yes
INA135,COBOL,1073,No,Yes
INA137,COBOL,494,No,Yes
INA139,COBOL,801,No,Yes
INA134,COBOL,4871,Yes,No
INA143,COBOL,2244,No,Yes
INA145,COBOL,1078,No,Yes
INA150,COBOL,2606,No,Yes
INA160,COBOL,1756,No,Yes
INA140,COBOL,3894,No,Yes
INA172,COBOL,1671,No,Yes
INA175E,COBOL,495,No,Yes
INA176E,COBOL,537,No,Yes
INA179,COBOL,691,No,Yes
INA180,COBOL,1974,No,Yes
INA181,COBOL,433,No,Yes
INA171,COBOL,1206,No,Yes
INA182,COBOL,792,No,Yes
INA190,COBOL,355,No,Yes
INA191,COBOL,277,No,Yes
INA195,COBOL,631,No,Yes
INA200,COBOL,2347,No,Yes
INA201,COBOL,1674,No,Yes
INA230,COBOL,582,No,Yes
INA25CE2,COBOL,370,No,Yes
INA25CE1,COBOL,474,No,Yes
INA400,COBOL,1968,No,Yes
INA401,COBOL,1425,No,Yes
INA410,COBOL,3194,No,Yes
INA360E,COBOL,529,No,Yes
INA621,COBOL,899,No,Yes
INA610E,COBOL,901,No,Yes
INA623,COBOL,684,No,Yes
INA624,COBOL,1186,No,Yes
INA700,COBOL,424,No,Yes
INA720,COBOL,1718,No,Yes
INA722,COBOL,1729,No,Yes
INA622,COBOL,700,No,Yes
INA726,COBOL,1005,No,Yes
INA730,COBOL,1833,No,Yes
INA731,COBOL,240,No,Yes
INA732,COBOL,215,No,Yes
INA725,COBOL,529,No,Yes
INA734,COBOL,195,No,Yes
INA735,COBOL,294,No,Yes
INA736,COBOL,435,No,Yes
INA740,COBOL,418,No,Yes
INA745,COBOL,1358,No,Yes
INA761,COBOL,527,No,Yes
INA733,COBOL,589,No,Yes
INA820,COBOL,926,No,Yes
INA821,COBOL,681,No,Yes
INA822,COBOL,559,No,Yes
INA824,COBOL,13526,No,Yes
INA825,COBOL,916,No,Yes
INA762,COBOL,559,No,Yes
INA840,COBOL,344,No,Yes
INA87CE1,COBOL,631,No,Yes
INA910,COBOL,626,Yes,Yes
INA915,COBOL,554,Yes,Yes
INA830,COBOL,1069,No,Yes
INA98CE1,COBOL,674,No,Yes
INA990E,COBOL,440,Yes,Yes
INAD01,COBOL,3000,Yes,Yes
INAD02,COBOL,1919,Yes,Yes
INAD03,COBOL,921,Yes,Yes
INA940,COBOL,2362,No,Yes
INAD04,COBOL,397,No,Yes
INAD05,COBOL,649,No,Yes
INO011,COBOL,1707,No,Yes
INO010,COBOL,1468,No,Yes
INO012,COBOL,1238,No,Yes
INO030,COBOL,1598,No,Yes
INO020,COBOL,1489,No,Yes
INO035,COBOL,1250,No,Yes
INO038,COBOL,1093,No,Yes
INO039,COBOL,1088,No,Yes
INO031,COBOL,1326,No,Yes
INO050,COBOL,1412,No,Yes
INO051,COBOL,713,No,Yes
INO052,COBOL,698,No,Yes
INO053,COBOL,695,No,Yes
INO040,COBOL,1104,No,Yes
INO061,COBOL,1533,No,Yes
INO066,COBOL,1137,No,Yes
INO080,COBOL,707,No,Yes
INO060,COBOL,1451,No,Yes
INO093,COBOL,3006,Yes,Yes
INO095,COBOL,1220,No,Yes
INO101,COBOL,1641,No,Yes
INO081,COBOL,694,No,Yes
INO11CC1,COBOL,410,No,Yes
INO130,COBOL,3866,No,Yes
INO145,COBOL,1996,No,Yes
INO10CS1,COBOL,197,No,Yes
INO202,COBOL,1511,No,Yes
INO203,COBOL,1795,No,Yes
INO201,COBOL,457,No,Yes
INO351,COBOL,1148,No,Yes
INO352,COBOL,1006,No,Yes
INO350,COBOL,954,No,Yes
INO37CSA,COBOL,235,No,Yes
INO37CSB,COBOL,215,No,Yes
INO35CS1,COBOL,348,No,Yes
INO391,COBOL,867,No,Yes
INO392,COBOL,921,No,Yes
INO393,COBOL,364,No,Yes
INO390,COBOL,1610,No,Yes
INO395,COBOL,351,No,Yes
INO397,COBOL,621,No,Yes
INO401,COBOL,2633,No,Yes
INO394,COBOL,393,No,Yes
INO461,COBOL,1717,No,Yes
INO461A,COBOL,1561,Yes,Yes
INO461B,COBOL,1599,No,Yes
INO45CSC,COBOL,181,No,Yes
INO461B2,COBOL,1556,Yes,Yes
INO461B3,COBOL,1556,Yes,Yes
INO461B4,COBOL,1556,Yes,Yes
INO461C,COBOL,1563,Yes,Yes
INO461B1,COBOL,1556,Yes,Yes
INO461E,COBOL,1553,Yes,Yes
INO46CSC,COBOL,174,No,Yes
INO47CSC,COBOL,167,No,Yes
INO50CS7,COBOL,1757,No,Yes
INO461D,COBOL,1577,Yes,Yes
INO63CSA,COBOL,229,No,Yes
INO63CSB,COBOL,159,No,Yes
INO79CS1,COBOL,243,No,Yes
INO79CS2,COBOL,238,No,Yes
INO62CS1,COBOL,228,No,Yes
INOJ1CS1,COBOL,754,Yes,Yes
INOJ1CS1A,COBOL,546,Yes,Yes
INOJ1CS1A,COBOL,616,Yes,No
INO79CS3,COBOL,228,No,Yes
INOJ1CS2A,COBOL,180,No,Yes
INOJ1CS3,COBOL,754,No,Yes
INOJ1CS3A,COBOL,904,No,Yes
INOJ6C1A,COBOL,162,No,Yes
INOJ6C1B,COBOL,166,No,Yes
INOJ1CS2,COBOL,196,No,Yes
INOJ6D8A,COBOL,536,No,Yes
INOJ6DCA,COBOL,181,No,Yes
INOJ6DCB,COBOL,181,No,Yes
INOJ6DCC,COBOL,240,No,Yes
INOJ6D7A,COBOL,490,No,Yes
INOK31,COBOL,720,No,Yes
INOK32,COBOL,706,No,Yes
INOK33,COBOL,679,No,Yes
INOK34,COBOL,1115,No,Yes
INOJ6DCD,COBOL,240,No,Yes
INOK36,COBOL,1444,No,Yes
INOK37,COBOL,1399,No,Yes
INOK75,COBOL,922,No,Yes
INOLOG,COBOL,512,No,Yes
INOK35,COBOL,1523,No,Yes
INOV1BS2,COBOL,195,No,Yes
INOV1BS3,COBOL,728,No,Yes
INOV1FS2,COBOL,195,No,Yes
INOV1FS3,COBOL,741,No,Yes
INS002,COBOL,3779,No,Yes
INOSPL2,COBOL,819,Yes,Yes
INS020,COBOL,892,No,Yes
INS037E,COBOL,1063,No,Yes
INS070,COBOL,252,No,Yes
INS010,COBOL,71,No,Yes
INS101,COBOL,359,No,Yes
INS102E,COBOL,528,No,Yes
INS103,COBOL,1355,No,Yes
INS100,COBOL,1211,No,Yes
INS120,COBOL,1432,No,Yes
INS121,COBOL,1948,No,Yes
INS107,COBOL,1057,No,Yes
INS155,COBOL,1077,No,Yes
INS210,COBOL,4358,No,Yes
INS213,COBOL,538,No,Yes
INS256,COBOL,863,No,Yes
INS122E,COBOL,718,No,Yes
INS271,COBOL,806,No,Yes
INS2B1,COBOL,1869,No,Yes
INS312,COBOL,2070,No,Yes
INS314,COBOL,1311,No,Yes
INS318,COBOL,2000,No,Yes
INS319,COBOL,1467,No,Yes
INS400,COBOL,689,No,Yes
INS430,COBOL,521,No,Yes
INS49CE2,COBOL,481,No,Yes
INS270,COBOL,6586,No,Yes
INS550,COBOL,1772,No,Yes
INS690,COBOL,1124,No,Yes
INS700,COBOL,1477,No,Yes
INS715,COBOL,1262,No,Yes
INS510,COBOL,1411,No,Yes
INS719,COBOL,1270,No,Yes
INS720,COBOL,302,No,Yes
INS723,COBOL,863,No,Yes
INS725,COBOL,502,No,Yes
INS730,COBOL,559,No,Yes
INS740,COBOL,1331,No,Yes
INS755,COBOL,1955,No,Yes
INS718M,COBOL,243,No,Yes
INS755.db2.bkp,COBOL,1957,Yes,No
INS760,COBOL,835,No,Yes
INS775,COBOL,691,No,Yes
INS776E,COBOL,2810,No,Yes
INS777E,COBOL,2031,No,Yes
INS777E.cob,COBOL,2031,Yes,No
INS778,COBOL,697,No,Yes
INS778E,COBOL,2045,No,Yes
INS777,COBOL,700,No,Yes
INS779,COBOL,645,No,Yes
INS780,COBOL,660,No,Yes
INS780E,COBOL,3593,No,Yes
INS800,COBOL,190,No,Yes
INS820,COBOL,1329,No,Yes
INS779E,COBOL,2822,No,Yes
INS828,COBOL,714,No,Yes
INS830,COBOL,1200,No,Yes
INS83CE1,COBOL,1492,No,Yes
INS840E,COBOL,819,No,Yes
INS900,COBOL,708,No,Yes
INS910,COBOL,967,No,Yes
INS840,COBOL,678,No,Yes
INS961,COBOL,1227,No,Yes
INS999,COBOL,674,No,Yes
INS918,COBOL,848,Yes,Yes
INSA04E,COBOL,411,No,Yes
INSA3CE2,COBOL,2083,No,Yes
INSA3E3,COBOL,525,No,Yes
INSA6CE1,COBOL,426,No,Yes
INSA5CE1,COBOL,2302,No,Yes
INSA7CE1,COBOL,1407,No,Yes
INSB06E,COBOL,344,No,Yes
INSB08E,COBOL,530,No,Yes
INSC06E1,COBOL,1745,No,Yes
INSC5CE2,COBOL,374,No,Yes
INSE1CE1,COBOL,507,No,Yes
INSE6CE1,COBOL,437,No,Yes
INSE9CE1,COBOL,387,No,Yes
INSF02,COBOL,587,No,Yes
INSF2CE1,COBOL,738,No,Yes
INSEACE1,COBOL,380,No,Yes
INSF2CE3,COBOL,461,No,Yes
INSF2CE2,COBOL,503,No,Yes
INSF2CE5,COBOL,551,No,Yes
INSF2CE4,COBOL,603,No,Yes
INSF4CE1,COBOL,439,No,Yes
INSF5CE1,COBOL,745,No,Yes
INSH01,COBOL,2163,No,Yes
IR10P01,COBOL,3834,No,Yes
INSI02,COBOL,1653,No,Yes
IR21P01,COBOL,1174,No,Yes
IR22P01,COBOL,8828,No,Yes
IR11P01,COBOL,1934,No,Yes
IR24P01,COBOL,2468,No,Yes
IR25P01,COBOL,3644,No,Yes
IR23P01,COBOL,9402,No,Yes
IR26P01,COBOL,6184,No,Yes
IR30P01,COBOL,1214,No,Yes
IR31P02,COBOL,1284,Yes,Yes
IR31P01,COBOL,4059,No,Yes
IR33P01,COBOL,838,No,Yes
IS20P01,COBOL,674,No,Yes
IS20P02,COBOL,7443,Yes,Yes
IS20P02,COBOL,7416,Yes,Yes
IS21P01,COBOL,1217,No,Yes
IS20P03,COBOL,2736,Yes,Yes
IVMW04,COBOL,1636,No,Yes
IVMW05,COBOL,548,No,Yes
IS40P01,COBOL,3161,Yes,Yes
kixclt_err,COBOL,1,Yes,Yes
kixclt_err,COBOL,7,Yes,Yes
kk,COBOL,380,Yes,No
LAR001,COBOL,1162,No,Yes
JRNLCPY,COBOL,152,No,Yes
LG04P01,COBOL,526,Yes,Yes
LG08P01,COBOL,523,Yes,Yes
LO04P01,COBOL,1261,No,Yes
LO04P02,COBOL,7937,No,Yes
LAR002,COBOL,1419,No,Yes
LO04P04,COBOL,2543,No,Yes
LO04P05,COBOL,1422,No,Yes
LOC999,COBOL,1417,No,Yes
MA14P01,COBOL,823,No,Yes
LO04P03,COBOL,4493,No,Yes
MA47P02,COBOL,2082,Yes,Yes
MA47P03,COBOL,1418,Yes,Yes
MA50P01,COBOL,1004,No,Yes
MA51P01,COBOL,2825,No,Yes
MA52P01,COBOL,5188,No,Yes
MA53P01,COBOL,3069,No,Yes
MA54P01,COBOL,2153,No,Yes
MA55P01,COBOL,4468,No,Yes
MA56P01,COBOL,3424,No,Yes
MA57P01,COBOL,1252,No,Yes
MA58P01,COBOL,1226,No,Yes
MA60P01,COBOL,2262,No,Yes
MA70P01,COBOL,3105,No,Yes
MA71P01,COBOL,880,No,Yes
MA80P01,COBOL,542,No,Yes
MA47P01,COBOL,2633,No,Yes
MA81P01,COBOL,5075,No,Yes
MA83P01,COBOL,1947,No,Yes
MCS001,COBOL,1178,No,Yes
MCS002,COBOL,1675,No,Yes
MCS003,COBOL,1662,No,Yes
MCS004,COBOL,1421,No,Yes
MCS005,COBOL,1430,No,Yes
MCS006,COBOL,1421,No,Yes
MCS007,COBOL,1660,No,Yes
MCS008,COBOL,731,No,Yes
MCS009,COBOL,575,No,Yes
MCS010,COBOL,840,No,Yes
MCS011,COBOL,749,No,Yes
MCS012,COBOL,808,No,Yes
MCS013,COBOL,728,No,Yes
MA82P01,COBOL,1897,No,Yes
MCS015,COBOL,811,No,Yes
MCS016,COBOL,788,No,Yes
MCS017,COBOL,1112,No,Yes
MCS018,COBOL,4245,No,Yes
MCS019,COBOL,6666,No,Yes
MCS020,COBOL,1072,No,Yes
MCS021,COBOL,4211,No,Yes
MCS022,COBOL,786,No,Yes
MCS014,COBOL,753,No,Yes
MCS024,COBOL,3032,No,Yes
MCS023,COBOL,2205,No,Yes
MCS027,COBOL,3736,No,Yes
MCS028,COBOL,1811,No,Yes
MCS025,COBOL,2001,No,Yes
MCS030,COBOL,1001,No,Yes
MCS031,COBOL,995,No,Yes
MCS029,COBOL,457,No,Yes
MCS033,COBOL,1326,No,Yes
MCS034,COBOL,2803,No,Yes
MCS035,COBOL,1347,No,Yes
MCS032,COBOL,843,No,Yes
MCS037,COBOL,1189,No,Yes
MCS038,COBOL,1105,No,Yes
MCS036,COBOL,1009,No,Yes
MCS040,COBOL,12996,No,Yes
MCS041,COBOL,1408,No,Yes
MCS039,COBOL,1823,No,Yes
MCS043,COBOL,1523,No,Yes
MCS044,COBOL,1698,No,Yes
MCS042,COBOL,1299,No,Yes
MCS046,COBOL,4894,No,Yes
MCS047,COBOL,971,No,Yes
MCS045,COBOL,1188,No,Yes
MCS050,COBOL,1793,No,Yes
MCS051,COBOL,1662,No,Yes
MCS048,COBOL,931,No,Yes
MCS053,COBOL,1368,No,Yes
MCS054,COBOL,1184,No,Yes
MCS052,COBOL,1364,No,Yes
MCS056,COBOL,1497,No,Yes
MCS057,COBOL,1526,No,Yes
MCS055,COBOL,1085,No,Yes
MCS059,COBOL,2148,No,Yes
MCS060,COBOL,1336,No,Yes
MCS062,COBOL,1573,No,Yes
MCS061,COBOL,2430,No,Yes
MCS064,COBOL,1679,No,Yes
MCS063,COBOL,1744,No,Yes
MCS066,COBOL,2818,No,Yes
MCS065,COBOL,4227,No,Yes
MCS068,COBOL,2371,No,Yes
MCS067,COBOL,2246,No,Yes
