component_name,component_type,calling_component,calling_type
AECB0010,COBOL,AECC0010,COPYBOOK
AECB0010,COBOL,DSTBLMAC,COPYBOOK
AECB0010,COBOL,Y2KCOBOL,COPYBOOK
AECB0010,COBOL,SQLCA,DCLGEN
AECB0010,COBOL,DSTBLMAN,COBOL
AECB0010,COBOL,UTCB9010,COBOL
AECB0010,COBOL,ABEND,COBOL
AECB0990,COBOL,UUCC5005,COPYBOOK
AECB0990,COBOL,ZZCC1101,COPYBOOK
AECB0990,COBOL,ZZCC1301,COPYBOOK
AECB0990,COBOL,ZZCC0001,COPYBOOK
AECB0990,COBOL,ZZCC0601,COPYBOOK
AECB0990,COBOL,ZZCC0801,COPYBOOK
AECB0990,COBOL,ZZCU0009,COBOL
AECB0990,COBOL,ZZCU0013,COBOL
AECB0990,COBOL,ZZCU0006,COBOL
AECB0990,COBOL,ZZCU0008,COBOL
AECBN925,COBOL,ZZCC1301,COPYBOOK
AECBN925,COBOL,ZZCC0001,COPYBOOK
AECBN925,COBOL,ZZCC0601,COPYBOOK
AECBN925,COBOL,ZZCC0801,COPYBOOK
AECBN925,COBOL,ZZCU0006,COBOL
AECBN925,COBOL,ZZCU0013,COBOL
AECBN925,COBOL,ZZCU0008,COBOL
AECBN927,COBOL,ZZCC1301,COPYBOOK
AECBN927,COBOL,ZZCC0001,COPYBOOK
AECBN927,COBOL,ZZCC0601,COPYBOOK
AECBN927,COBOL,ZZCC0801,COPYBOOK
AECBN927,COBOL,ZZCU0006,COBOL
AECBN927,COBOL,ZZCU0013,COBOL
AECBN927,COBOL,ZZCU0008,COBOL
AECBP001,COBOL,UUCC5022,COPYBOOK
AECBP001,COBOL,UUCC5023,COPYBOOK
AECBP001,COBOL,ZZCC1301,COPYBOOK
AECBP001,COBOL,ZZCC0001,COPYBOOK
AECBP001,COBOL,ZZCC0601,COPYBOOK
AECBP001,COBOL,ZZCC0801,COPYBOOK
AECBP001,COBOL,ZZCU0006,COBOL
AECBP001,COBOL,ZZCU0009,COBOL
AECBP001,COBOL,ZZCU0035,COBOL
AECBP001,COBOL,ZZCB0037,COBOL
AECBP001,COBOL,ZZCU0013,COBOL
AECBP001,COBOL,ZZCU0008,COBOL
AENDBABA,COBOL,ZZCC0001,COPYBOOK
AENDBABA,COBOL,ZZCC1301,COPYBOOK
AENDBABA,COBOL,ZZCC1101,COPYBOOK
AENDBABA,COBOL,UUCC7003,DCLGEN
AENDBABA,COBOL,SQLCA,DCLGEN
AENDBABA,COBOL,UUCC6003,DCLGEN
AENDBABA,COBOL,ZZCU0011,COBOL
AENDBABA,COBOL,ZZCU0013,COBOL
AHCB0010,COBOL,SQLCA,DCLGEN
AHCB0060,COBOL,AHCCAEDB,COPYBOOK
AHCB0060,COBOL,UTCCHDRS,COPYBOOK
AHCB0060,COBOL,UTCC1001,COPYBOOK
AHCB0060,COBOL,UTCC1003,COPYBOOK
AHCB0060,COBOL,UTAB1001,COBOL
AHCB0060,COBOL,UTAB1003,COBOL
AHCB0100,COBOL,AHCCAEDB,COPYBOOK
AHCB0100,COBOL,BPCCE2C0,COPYBOOK
AHCB0100,COBOL,CEE3ABD,COBOL
AHCB0200,COBOL,AHCCAEDB,COPYBOOK
AHCB0200,COBOL,AHCCAHPX,COPYBOOK
AHCB0200,COBOL,DSTBLMAC,COPYBOOK
AHCB0200,COBOL,BPCCE2C0,COPYBOOK
AHCB0200,COBOL,DSTBLMAN,COBOL
AHCB0200,COBOL,CEE3ABD,COBOL
AHCB0210,COBOL,AHCCAEDB,COPYBOOK
AHCB0210,COBOL,AHCCAHPZ,COPYBOOK
AHCB0210,COBOL,BPCCE2C0,COPYBOOK
AHCB0210,COBOL,CEE3ABD,COBOL
AHCB0300,COBOL,BPCCE2C0,COPYBOOK
AHCB0300,COBOL,CEE3ABD,COBOL
AP40005C,COBOL,DSTBLMAC,COPYBOOK
AP40005C,COBOL,Y2KCOBOL,COPYBOOK
AP40005C,COBOL,ABEND,COBOL
AP40005C,COBOL,PE51LOB,COBOL
AP40005C,COBOL,DSTBLMAN,COBOL
AP40005C,COBOL,UTCB9010,COBOL
AP4006U1,COBOL,AP40069,COBOL
APCB1130,COBOL,BPCCE2C0,COPYBOOK
APCB1130,COBOL,CEE3ABD,COBOL
APCB2010,COBOL,DSTBLMAC,COPYBOOK
APCB2010,COBOL,BPCCE2C0,COPYBOOK
APCB2010,COBOL,ICRU2000,COBOL
APCB2010,COBOL,DSTBLMAN,COBOL
APCB2010,COBOL,CEE3ABD,COBOL
APCC1100,COBOL,PMCCNAV0,COPYBOOK
APCC1100,COBOL,PMCCNAV1,COPYBOOK
APCC1100,COBOL,CMFINDTC,COPYBOOK
APCC1100,COBOL,Y2KCOBOL,COPYBOOK
APCC1100,COBOL,ABEND,COBOL
APCC1100,COBOL,PMCBNAV0,COBOL
APCC1100,COBOL,CMFINDT,COBOL
APSPGM24,COBOL,FCCC0998,COPYBOOK
APSPGM24,COBOL,FCCC0999,COPYBOOK
APSPGM24,COBOL,DSTBLMAC,COPYBOOK
APSPGM24,COBOL,SQLCA,DCLGEN
APSPGM24,COBOL,SCOUNTY,DCLGEN
APSPGM24,COBOL,SCOUNTYZ,DCLGEN
APSPGM24,COBOL,DSTBLMAN,COBOL
APSPGM24,COBOL,CEE3ABD,COBOL
ARCB0040,COBOL,BPCCE2C0,COPYBOOK
ARCB0040,COBOL,CEE3ABD,COBOL
ARCB0100,COBOL,BPCCE2C0,COPYBOOK
ARCB0100,COBOL,CEE3ABD,COBOL
ARCB0600,COBOL,Y2KCOBOL,COPYBOOK
ARCB0600,COBOL,BPCCE2C0,COPYBOOK
ARCB0600,COBOL,UTCB9010,COBOL
ARCB0600,COBOL,CEE3ABD,COBOL
ARSCC015,COBOL,ARCBEFST,COPYBOOK
ARSCC015,COBOL,LPCSCRS,COPYBOOK
ARSCC015,COBOL,LUTPCS00,COPYBOOK
ARSCC015,COBOL,Y2KCOBOL,COPYBOOK
ARSCC015,COBOL,UTCB9010,COBOL
ARSCC028,COBOL,ARCBEFST,COPYBOOK
ARSCC028,COBOL,ARSCC030,COBOL
ARSCC030,COBOL,ARCBEFST,COPYBOOK
ARSCC230,COBOL,VE105EXT,COPYBOOK
ARSCC401,COBOL,VCRFACTR,COPYBOOK
ARSCC401,COBOL,VCRERRCD,COPYBOOK
ARSCC401,COBOL,VCRCSTNT,COPYBOOK
ARSCC401,COBOL,VCRRETCD,COPYBOOK
ARSCC401,COBOL,LUT0100,COPYBOOK
ARSCC401,COBOL,LPCSCRS,COPYBOOK
ARSCC401,COBOL,VCRPCSF1,COPYBOOK
ARSCC401,COBOL,ICRU1000,COBOL
ARSCC501,COBOL,LPCSCRS,COPYBOOK
ARSCC501,COBOL,VCRPCSF1,COPYBOOK
ARSCC501,COBOL,VCRPCSF2,COPYBOOK
ARSCC501,COBOL,LUTPCS00,COPYBOOK
ARSCC501,COBOL,VUTDTFMT,COPYBOOK
ARSCC501,COBOL,LUT0100,COPYBOOK
ARSCC501,COBOL,CMDATEC,COPYBOOK
ARSCC501,COBOL,VCRCSTNT,COPYBOOK
ARSCC501,COBOL,VCRRETCD,COPYBOOK
ARSCC501,COBOL,Y2KCOBOL,COPYBOOK
ARSCC501,COBOL,UTCB9010,COBOL
ARSCC501,COBOL,ICRU0200,COBOL
ARSCC501,COBOL,IUTU0100,COBOL
ARSCC501,COBOL,ICRU0100,COBOL
ARSCC501,COBOL,ICRB0210,COBOL
ARSCC505,COBOL,Y2KCOBOL,COPYBOOK
ARSCC505,COBOL,UTCB9010,COBOL
ARSCC550,COBOL,CONSLCTL,COPYBOOK
ARSCC550,COBOL,Y2KCOBOL,COPYBOOK
ARSCC550,COBOL,VE105TBL,COBOL
ARSCC550,COBOL,UTCB9010,COBOL
ARSCC590,COBOL,UTCC0002,COPYBOOK
ARSCC590,COBOL,CNVHIST,COPYBOOK
ARSCC590,COBOL,RULEBCDE,COPYBOOK
ARSCC590,COBOL,UTCB0002,COBOL
ARSCC590,COBOL,ABEND,COBOL
ARSCC600,COBOL,DSTBLMAC,COPYBOOK
ARSCC600,COBOL,BPCCE2C0,COPYBOOK
ARSCC600,COBOL,DSTBLMAN,COBOL
ARSCC600,COBOL,CEE3ABD,COBOL
ARSCC610,COBOL,DSTBLMAC,COPYBOOK
ARSCC610,COBOL,BPCCE2C0,COPYBOOK
ARSCC610,COBOL,DSTBLMAN,COBOL
ARSCC610,COBOL,CEE3ABD,COBOL
ARSCC620,COBOL,DSTBLMAC,COPYBOOK
ARSCC620,COBOL,BPCCE2C0,COPYBOOK
ARSCC620,COBOL,DSTBLMAN,COBOL
ARSCC620,COBOL,CEE3ABD,COBOL
ARSCC701,COBOL,VE105EXT,COPYBOOK
ARSCC701,COBOL,Y2KCOBOL,COPYBOOK
ARSCC701,COBOL,LUT0600,COPYBOOK
ARSCC701,COBOL,LPCSCRS,COPYBOOK
ARSCC701,COBOL,VCRPCSF1,COPYBOOK
ARSCC701,COBOL,VCRPCSF2,COPYBOOK
ARSCC701,COBOL,LUTPCS00,COPYBOOK
ARSCC701,COBOL,VUTDTFMT,COPYBOOK
ARSCC701,COBOL,LUT0100,COPYBOOK
ARSCC701,COBOL,CMDATEC,COPYBOOK
ARSCC701,COBOL,VCRCSTNT,COPYBOOK
ARSCC701,COBOL,VCRRETCD,COPYBOOK
ARSCC701,COBOL,VCRFACTR,COPYBOOK
ARSCC701,COBOL,UTCB9010,COBOL
ARSCC701,COBOL,ARSCC735,COBOL
ARSCC701,COBOL,ARSCC740,COBOL
ARSCC701,COBOL,ICRU0600,COBOL
ARSCC701,COBOL,ICRU1200,COBOL
ARSCC701,COBOL,ICRB0210,COBOL
ARSCC801,COBOL,LUT0600,COPYBOOK
ARSCC801,COBOL,Y2KCOBOL,COPYBOOK
ARSCC801,COBOL,UTCB9010,COBOL
ARSCC801,COBOL,ICRU0600,COBOL
ARSCC900,COBOL,CNVHIST,COPYBOOK
ARSCC900,COBOL,VPLANCST,COPYBOOK
ARSCC900,COBOL,LCR2000,COPYBOOK
ARSCC900,COBOL,CONSLCTL,COPYBOOK
ARSCC900,COBOL,BPCCE2C0,COPYBOOK
ARSCC900,COBOL,Y2KCOBOL,COPYBOOK
ARSCC900,COBOL,ICRU2000,COBOL
ARSCC900,COBOL,UTCB9010,COBOL
ARSCC900,COBOL,CEE3ABD,COBOL
ARSCC910,COBOL,VE105EXT,COPYBOOK
ATCB0050,COBOL,CONSLCTL,COPYBOOK
ATCB0050,COBOL,VPLANCST,COPYBOOK
ATCB0050,COBOL,LCR2000,COPYBOOK
ATCB0050,COBOL,Y2KCOBOL,COPYBOOK
ATCB0050,COBOL,BPCCE2C0,COPYBOOK
ATCB0050,COBOL,ICRU2000,COBOL
ATCB0050,COBOL,CEE3ABD,COBOL
ATCB0050,COBOL,UTCB9010,COBOL
ATCB0300,COBOL,BPCCE2C0,COPYBOOK
ATCB0300,COBOL,CEE3ABD,COBOL
ATCB0310,COBOL,BPCCE2C0,COPYBOOK
ATCB0310,COBOL,CEE3ABD,COBOL
ATCB0320,COBOL,Y2KCOBOL,COPYBOOK
ATCB0320,COBOL,BPCCE2C0,COPYBOOK
ATCB0320,COBOL,UTCB9010,COBOL
ATCB0320,COBOL,CEE3ABD,COBOL
ATCB0330,COBOL,DSTBLMAC,COPYBOOK
ATCB0330,COBOL,BPCCE2C0,COPYBOOK
ATCB0330,COBOL,DSTBLMAN,COBOL
ATCB0330,COBOL,CEE3ABD,COBOL
ATCB0555,COBOL,BPCCE2C0,COPYBOOK
ATCB0555,COBOL,CEE3ABD,COBOL
ATCB1020,COBOL,AHCCAEDB,COPYBOOK
ATCB1020,COBOL,BPCCE2C0,COPYBOOK
ATCB1020,COBOL,CEE3ABD,COBOL
ATMO1000,COBOL,UTCC5001,COPYBOOK
ATMO1000,COBOL,ATMO000,COPYBOOK
ATMO1000,COBOL,ATCC1000,COPYBOOK
ATMO1000,COBOL,DFHAID,COPYBOOK
ATMO1000,COBOL,DFHBMSCA,COPYBOOK
ATMO1000,COBOL,ATMO000,MAPS
ATMO1000,COBOL,LYTY,TRANSACTION
ATMO1001,COBOL,UTCC5001,COPYBOOK
ATMO1001,COBOL,ATMO001,COPYBOOK
ATMO1001,COBOL,ATCC1000,COPYBOOK
ATMO1001,COBOL,DFHAID,COPYBOOK
ATMO1001,COBOL,DFHBMSCA,COPYBOOK
ATMO1001,COBOL,ATMO001,MAPS
ATMO1001,COBOL,ATMO1003,COBOL
ATMO1001,COBOL,ATMO1002,COBOL
ATMO1001,COBOL,ATMO1000,COBOL
ATMO1001,COBOL,UTCU5000,COBOL
ATMO1002,COBOL,ATMO002,COPYBOOK
ATMO1002,COBOL,UTCC5001,COPYBOOK
ATMO1002,COBOL,ATCC1000,COPYBOOK
ATMO1002,COBOL,DFHAID,COPYBOOK
ATMO1002,COBOL,DFHBMSCA,COPYBOOK
ATMO1002,COBOL,ATMO002,MAPS
ATMO1002,COBOL,ATMO1001,COBOL
ATMO1002,COBOL,ATMO1003,COBOL
ATMO1002,COBOL,ATMO1000,COBOL
ATMO1002,COBOL,UTCU5000,COBOL
ATMO1003,COBOL,ATMO003,COPYBOOK
ATMO1003,COBOL,UTCC5001,COPYBOOK
ATMO1003,COBOL,ATCC1000,COPYBOOK
ATMO1003,COBOL,DFHAID,COPYBOOK
ATMO1003,COBOL,DFHBMSCA,COPYBOOK
ATMO1003,COBOL,ATMO003,MAPS
ATMO1003,COBOL,ATMO1001,COBOL
ATMO1003,COBOL,ATMO1002,COBOL
ATMO1003,COBOL,ATMO1000,COBOL
ATMO1003,COBOL,UTCU5000,COBOL
AVCB0100,COBOL,VGPAFILL,COPYBOOK
AVCB0100,COBOL,DIC10,COPYBOOK
AVCB0100,COBOL,DIUTIL1,COBOL
AVCB0110,COBOL,DIC10,COPYBOOK
AVCB0110,COBOL,DIUTIL1,COBOL
AXCU0015,COBOL,ILBOABN0,COBOL
COB2STUB,COBOL,DYNCALL,COBOL
COCB0020,COBOL,UUCC5071,COPYBOOK
COCB0020,COBOL,UUCC5601,COPYBOOK
COCB0020,COBOL,ZZCC0901,COPYBOOK
COCB0020,COBOL,ZZCC1301,COPYBOOK
COCB0020,COBOL,ZZCC0001,COPYBOOK
COCB0020,COBOL,ZZCC0601,COPYBOOK
COCB0020,COBOL,ZZCC2401,COPYBOOK
COCB0020,COBOL,ZZCC0801,COPYBOOK
COCB0020,COBOL,ZZCU0006,COBOL
COCB0020,COBOL,ZZCU0009,COBOL
COCB0020,COBOL,ZZCU0024,COBOL
COCB0020,COBOL,UTCB9010,COBOL
COCB0020,COBOL,ZZCU0013,COBOL
COCB0020,COBOL,ZZCU0008,COBOL
COCB0030,COBOL,UUCC5071,COPYBOOK
COCB0030,COBOL,ZZCC0901,COPYBOOK
COCB0030,COBOL,ZZCC1301,COPYBOOK
COCB0030,COBOL,ZZCC0001,COPYBOOK
COCB0030,COBOL,ZZCC0601,COPYBOOK
COCB0030,COBOL,ZZCC0801,COPYBOOK
COCB0030,COBOL,ZZCU0006,COBOL
COCB0030,COBOL,ZZCU0009,COBOL
COCB0030,COBOL,ZZCU0013,COBOL
COCB0030,COBOL,ZZCU0008,COBOL
COCB0040,COBOL,UUCC5091,COPYBOOK
COCB0040,COBOL,UUCC5071,COPYBOOK
COCB0040,COBOL,ZZCC0901,COPYBOOK
COCB0040,COBOL,ZZCC1301,COPYBOOK
COCB0040,COBOL,ZZCC0001,COPYBOOK
COCB0040,COBOL,ZZCC0601,COPYBOOK
COCB0040,COBOL,ZZCC0801,COPYBOOK
COCB0040,COBOL,ZZCU0006,COBOL
COCB0040,COBOL,ZZCU0009,COBOL
COCB0040,COBOL,ZZCU0013,COBOL
COCB0040,COBOL,ZZCU0008,COBOL
COCB0050,COBOL,UUCC5071,COPYBOOK
COCB0050,COBOL,ZZCC0901,COPYBOOK
COCB0050,COBOL,ZZCC1301,COPYBOOK
COCB0050,COBOL,ZZCC0001,COPYBOOK
COCB0050,COBOL,ZZCC0601,COPYBOOK
COCB0050,COBOL,ZZCC0801,COPYBOOK
COCB0050,COBOL,ZZCU0006,COBOL
COCB0050,COBOL,ZZCU0009,COBOL
COCB0050,COBOL,ZZCB0037,COBOL
COCB0050,COBOL,ZZCU0013,COBOL
COCB0050,COBOL,ZZCU0008,COBOL
COCB0060,COBOL,UUCC5071,COPYBOOK
COCB0060,COBOL,ZZCC0901,COPYBOOK
COCB0060,COBOL,ZZCC1301,COPYBOOK
COCB0060,COBOL,ZZCC0001,COPYBOOK
COCB0060,COBOL,ZZCC0601,COPYBOOK
COCB0060,COBOL,ZZCC0801,COPYBOOK
COCB0060,COBOL,ZZCU0006,COBOL
COCB0060,COBOL,ZZCU0009,COBOL
COCB0060,COBOL,ZZCU0013,COBOL
COCB0060,COBOL,ZZCU0008,COBOL
COCB0080,COBOL,UUCC5071,COPYBOOK
COCB0080,COBOL,ZZCC1301,COPYBOOK
COCB0080,COBOL,ZZCC0001,COPYBOOK
COCB0080,COBOL,ZZCC1401,COPYBOOK
COCB0080,COBOL,ZZCC0601,COPYBOOK
COCB0080,COBOL,ZZCC0801,COPYBOOK
COCB0080,COBOL,ZZCU0014,COBOL
COCB0080,COBOL,ZZCU0009,COBOL
COCB0080,COBOL,UUCB0024,COBOL
COCB0080,COBOL,ZZCU0035,COBOL
COCB0080,COBOL,ZZCU0013,COBOL
COCB0080,COBOL,ZZCU0006,COBOL
COCB0080,COBOL,ZZCU0008,COBOL
COCB0100,COBOL,UUCC5071,COPYBOOK
COCB0100,COBOL,ZZCC1301,COPYBOOK
COCB0100,COBOL,ZZCC0001,COPYBOOK
COCB0100,COBOL,ZZCC0601,COPYBOOK
COCB0100,COBOL,ZZCC0801,COPYBOOK
COCB0100,COBOL,ZZCU0009,COBOL
COCB0100,COBOL,ZZCU0035,COBOL
COCB0100,COBOL,ZZCU0013,COBOL
COCB0100,COBOL,ZZCU0006,COBOL
COCB0100,COBOL,ZZCU0008,COBOL
COCB0150,COBOL,UTCC0002,COPYBOOK
COCB0150,COBOL,SQLCA,DCLGEN
COCB0150,COBOL,NEWAPPLI,DCLGEN
COCB0150,COBOL,COCC0150,COPYBOOK
COCB0150,COBOL,RULEBCDE,COPYBOOK
COCB0150,COBOL,UTCB0002,COBOL
COCB0150,COBOL,ABEND,COBOL
COCB0800,COBOL,UUCC5070,COPYBOOK
COCB0800,COBOL,ZZCC1301,COPYBOOK
COCB0800,COBOL,ZZCC0001,COPYBOOK
COCB0800,COBOL,ZZCC0601,COPYBOOK
COCB0800,COBOL,ZZCC1401,COPYBOOK
COCB0800,COBOL,ZZCC0801,COPYBOOK
COCB0800,COBOL,ZZCU0006,COBOL
COCB0800,COBOL,ZZCU0009,COBOL
COCB0800,COBOL,ZZCU0014,COBOL
COCB0800,COBOL,ZZCU0013,COBOL
COCB0800,COBOL,ZZCU0008,COBOL
COCB0900,COBOL,ABEND,COBOL
COCB0910,COBOL,SQLCA,DCLGEN
COCB0910,COBOL,NVCB3011,COBOL
COCB0910,COBOL,ABEND,COBOL
COCB1000,COBOL,Y2KCOBOL,COPYBOOK
COCB1000,COBOL,CMQODV,COPYBOOK
COCB1000,COBOL,CMQMDV,COPYBOOK
COCB1000,COBOL,CMQPMOV,COPYBOOK
COCB1000,COBOL,CMQGMOV,COPYBOOK
COCB1000,COBOL,CMQV,COPYBOOK
COCB1000,COBOL,MQPUT,COBOL
COCB1000,COBOL,MQCONN,COBOL
COCB1000,COBOL,MQOPEN,COBOL
COCB1000,COBOL,MQCLOSE,COBOL
COCB1000,COBOL,MQDISC,COBOL
COCB1000,COBOL,MQCMIT,COBOL
COCB1000,COBOL,ABEND,COBOL
COCBP001,COBOL,UUCC5020,COPYBOOK
COCBP001,COBOL,UUCC5071,COPYBOOK
COCBP001,COBOL,ZZCC1301,COPYBOOK
COCBP001,COBOL,ZZCC0001,COPYBOOK
COCBP001,COBOL,ZZCC0601,COPYBOOK
COCBP001,COBOL,ZZCC1401,COPYBOOK
COCBP001,COBOL,ZZCC0801,COPYBOOK
COCBP001,COBOL,ZZCU0006,COBOL
COCBP001,COBOL,ZZCU0009,COBOL
COCBP001,COBOL,ZZCU0014,COBOL
COCBP001,COBOL,ZZCU0013,COBOL
COCBP001,COBOL,ZZCU0008,COBOL
COCBP050,COBOL,CNVHIST,COPYBOOK
COCBP050,COBOL,SCPMCVRG,DCLGEN
COCBP050,COBOL,SQLCA,DCLGEN
COCBP080,COBOL,UUCC5071,COPYBOOK
COCBP080,COBOL,ZZCC0901,COPYBOOK
COCBP080,COBOL,UUCC5601,COPYBOOK
COCBP080,COBOL,ZZCC1301,COPYBOOK
COCBP080,COBOL,ZZCC0001,COPYBOOK
COCBP080,COBOL,ZZCC0701,COPYBOOK
COCBP080,COBOL,ZZCC0601,COPYBOOK
COCBP080,COBOL,ZZCC0801,COPYBOOK
COCBP080,COBOL,ZZCU0009,COBOL
COCBP080,COBOL,ZZCU0007,COBOL
COCBP080,COBOL,ZZCU0006,COBOL
COCBP080,COBOL,ZZCB0037,COBOL
COCBP080,COBOL,ZZCU0013,COBOL
COCBP080,COBOL,ZZCU0008,COBOL
COCBP205,COBOL,SQLCA,DCLGEN
COCBP240,COBOL,CNVPEND,COPYBOOK
COCBP301,COBOL,UUCC5071,COPYBOOK
COCBP301,COBOL,ZZCC0901,COPYBOOK
COCBP301,COBOL,ZZCC1301,COPYBOOK
COCBP301,COBOL,ZZCC0001,COPYBOOK
COCBP301,COBOL,ZZCC0701,COPYBOOK
COCBP301,COBOL,ZZCC0601,COPYBOOK
COCBP301,COBOL,ZZCC0801,COPYBOOK
COCBP301,COBOL,ZZCU0009,COBOL
COCBP301,COBOL,ZZCU0007,COBOL
COCBP301,COBOL,ZZCU0006,COBOL
COCBP301,COBOL,ZZCB0037,COBOL
COCBP301,COBOL,ZZCU0013,COBOL
COCBP301,COBOL,ZZCU0008,COBOL
COCBP370,COBOL,CNVHIST,COPYBOOK
COCBP370,COBOL,CNVPEND,COPYBOOK
COCBP380,COBOL,COCC8106,COPYBOOK
COCBP380,COBOL,COCC8107,COPYBOOK
COCBP380,COBOL,COCC8115,COPYBOOK
COCBP380,COBOL,COCC8110,COPYBOOK
COCBP380,COBOL,COCC8105,COPYBOOK
COCBP380,COBOL,DIC10,COPYBOOK
COCBP380,COBOL,UTCB9010,COBOL
COCBP380,COBOL,COCBS090,COBOL
COCBP380,COBOL,DIUTIL1,COBOL
COCBP500,COBOL,UUCC5071,COPYBOOK
COCBP500,COBOL,ZZCC0901,COPYBOOK
COCBP500,COBOL,ZZCC1301,COPYBOOK
COCBP500,COBOL,ZZCC0001,COPYBOOK
COCBP500,COBOL,ZZCC0701,COPYBOOK
COCBP500,COBOL,ZZCC0601,COPYBOOK
COCBP500,COBOL,ZZCC0801,COPYBOOK
COCBP500,COBOL,ZZCU0009,COBOL
COCBP500,COBOL,ZZCU0007,COBOL
COCBP500,COBOL,ZZCU0006,COBOL
COCBP500,COBOL,ZZCB0037,COBOL
COCBP500,COBOL,ZZCU0013,COBOL
COCBP500,COBOL,ZZCU0008,COBOL
COCBS095,COBOL,COEMSG,DCLGEN
COCBS095,COBOL,SQLCA,DCLGEN
COCBS095,COBOL,CODATEM,DCLGEN
COCBS095,COBOL,COCC8110,COPYBOOK
COCBS095,COBOL,COCC8105,COPYBOOK
COCBS105,COBOL,UXCCRGTR,DCLGEN
COCBS105,COBOL,UXCCRTRA,DCLGEN
COCBS105,COBOL,SQLCA,DCLGEN
COCBS105,COBOL,CODASEC,DCLGEN
COCBS105,COBOL,COCC8110,COPYBOOK
COCBS105,COBOL,COCC8105,COPYBOOK
COCBS170,COBOL,COCC8100,COPYBOOK
COCBS170,COBOL,COCC7080,COPYBOOK
COCBS170,COBOL,COCC8110,COPYBOOK
COCBS170,COBOL,COCC8105,COPYBOOK
COCBS170,COBOL,COCS6080,COBOL
COCBS170,COBOL,COCS6081,COBOL
COCBS355,COBOL,COCC8100,COPYBOOK
COCBS355,COBOL,COCC8110,COPYBOOK
COCBS355,COBOL,COCC8105,COPYBOOK
COCBS355,COBOL,COCC8140,COPYBOOK
COCBS355,COBOL,COMO350,COPYBOOK
COCBS355,COBOL,ZZCC0001,COPYBOOK
COCBS355,COBOL,ZZCC2401,COPYBOOK
COCBS355,COBOL,CODATEM,COPYBOOK
COCBS355,COBOL,ZZCU0024,COBOL
COCBS355,COBOL,COCBS095,COBOL
COCO100A,COBOL,ZZCC1304,COPYBOOK
COCO100A,COBOL,ZZCC2602,COPYBOOK
COCO100A,COBOL,ZZCC0401,COPYBOOK
COCO100A,COBOL,ZZCC0402,COPYBOOK
COCO100A,COBOL,ZZCC0202,COPYBOOK
COCO100A,COBOL,NBGCA,COPYBOOK
COCO100A,COBOL,NCMCLOB,COPYBOOK
COCO100A,COBOL,ZZCC1101,COPYBOOK
COCO100A,COBOL,ZZCC1301,COPYBOOK
COCO100A,COBOL,ZZCC0001,COPYBOOK
COCO100A,COBOL,DFHEIBLK,COPYBOOK
COCO100A,COBOL,DFHBMSCA,COPYBOOK
COCO100A,COBOL,NX28,TRANSACTION
COCO100A,COBOL,ZZCU0011,COBOL
COCO100C,COBOL,ZZCC1304,COPYBOOK
COCO100C,COBOL,ZZCC2602,COPYBOOK
COCO100C,COBOL,ZZCC0401,COPYBOOK
COCO100C,COBOL,ZZCC0402,COPYBOOK
COCO100C,COBOL,ZZCC0202,COPYBOOK
COCO100C,COBOL,DFHEIBLK,COPYBOOK
COCO100C,COBOL,DFHBMSCA,COPYBOOK
COCO5000,COBOL,ZZCC0601,COPYBOOK
COCO5000,COBOL,DFHBMSCA,COPYBOOK
COCO5000,COBOL,ZZCC1201,COPYBOOK
COCO5000,COBOL,ZZCC0001,COPYBOOK
COCO5000,COBOL,ZZCC4601,COPYBOOK
COCO5000,COBOL,ZZCC0801,COPYBOOK
COCO5000,COBOL,ZZCC0203,COPYBOOK
COCO5000,COBOL,COMO000,COPYBOOK
COCO5000,COBOL,ZZCU0012,COBOL
COCO5000,COBOL,ZZCU0046,COBOL
COCO5000,COBOL,ZZCU0008,COBOL
COCO5005,COBOL,ZZCC0601,COPYBOOK
COCO5005,COBOL,DFHBMSCA,COPYBOOK
COCO5005,COBOL,ZZCC1201,COPYBOOK
COCO5005,COBOL,ZZCC0001,COPYBOOK
COCO5005,COBOL,ZZCC0801,COPYBOOK
COCO5005,COBOL,ZZCC0203,COPYBOOK
COCO5005,COBOL,COMO005,COPYBOOK
COCO5005,COBOL,ZZCU0012,COBOL
COCO5005,COBOL,ZZCU0008,COBOL
COCO5010,COBOL,ZZCC0601,COPYBOOK
COCO5010,COBOL,DFHBMSCA,COPYBOOK
COCO5010,COBOL,ZZCC1201,COPYBOOK
COCO5010,COBOL,ZZCC0001,COPYBOOK
COCO5010,COBOL,ZZCC4601,COPYBOOK
COCO5010,COBOL,ZZCC1401,COPYBOOK
COCO5010,COBOL,ZZCC0801,COPYBOOK
COCO5010,COBOL,ZZCC0203,COPYBOOK
COCO5010,COBOL,COMO010,COPYBOOK
COCO5010,COBOL,ZZCU0012,COBOL
COCO5010,COBOL,ZZCU0046,COBOL
COCO5010,COBOL,ZZCU0014,COBOL
COCO5010,COBOL,ZZCU0008,COBOL
COCO5011,COBOL,ZZCC0601,COPYBOOK
COCO5011,COBOL,DFHBMSCA,COPYBOOK
COCO5011,COBOL,ZZCC1201,COPYBOOK
COCO5011,COBOL,ZZCC0001,COPYBOOK
COCO5011,COBOL,ZZCC1401,COPYBOOK
COCO5011,COBOL,ZZCC0801,COPYBOOK
COCO5011,COBOL,ZZCC0203,COPYBOOK
COCO5011,COBOL,COMO011,COPYBOOK
COCO5011,COBOL,ZZCU0012,COBOL
COCO5011,COBOL,ZZCU0014,COBOL
