component_name,component_type,calling_component,calling_type
PAPCD390,JCL,PA.NPPS.PCAB0050.CIF.EXTS(0),FILE
PAPCD390,JCL,PA.PIPS.PCAB0050.CIF.EXTS(0),FILE
PAPCD390,JCL,PA.PCPS.PCCB0103.OCIFUPD(0),FILE
PAPCD390,JCL,PA.PCXX.STEP001.PAPCD390(+1),FILE
PAPCD390,JCL,IKJEFT1B,UTILITY
PAPCD390,JCL,CPCPN645,CONTROL_CARD
PAPCD390,JCL,PFCB0010,COBOL
PAPCD420,JCL,ASPECIAL,PROC
PAPCD420,JCL,AJOBLIBS,PROC
PAPCD420,JCL,TUT000,PROC
PAPCD420,JCL,U11RMS,COBOL
PAPCD420,JCL,APC015,PROC
PAPCD420,JCL,SORT,UTILITY
PAPCD420,JCL,PA.PCPS.LTCDATAN,FILE
PAPCD420,JCL,PA.PCPS.LTCDATAN.BACKUP(+1),FILE
PAPCD420,JCL,CPCST560,CONTROL_CARD
PAPCD420,JCL,PA.PCPS.LTCDATAE,FILE
PAPCD420,JCL,PA.PCPS.LTCDATAE.BACKUP(+1),FILE
PAPCD420,JCL,PA.PCPS.LTCDATAS,FILE
PAPCD420,JCL,PA.PCPS.LTCDATAS.BACKUP(+1),FILE
PAPCD420,JCL,PA.PCPS.LTCDATAW,FILE
PAPCD420,JCL,PA.PCPS.LTCDATAW.BACKUP(+1),FILE
PAPCD420,JCL,IKJEFT1B,UTILITY
PAPCD420,JCL,CPMPN716,CONTROL_CARD
PAPCD420,JCL,CPMMSAPA,CONTROL_CARD
PAPCD420,JCL,PA.PCPS.PCEB0200.HIST(+1),FILE
PAPCD420,JCL,IEBGENER,UTILITY
PAPCD420,JCL,PA.PCPS.PCEB0210.HIST(0),FILE
PAPCD420,JCL,PA.PCPS.PCEB0210.HIST(+1),FILE
PAPCD420,JCL,PA.PCPS.HHCDATAN,FILE
PAPCD420,JCL,PA.PCPS.HHCDATAN.BACKUP(+1),FILE
PAPCD420,JCL,PA.PCPS.HHCDATAE,FILE
PAPCD420,JCL,PA.PCPS.HHCDATAE.BACKUP(+1),FILE
PAPCD420,JCL,PA.PCPS.HHCDATAS,FILE
PAPCD420,JCL,PA.PCPS.HHCDATAS.BACKUP(+1),FILE
PAPCD420,JCL,PA.PCPS.HHCDATAW,FILE
PAPCD420,JCL,PA.PCPS.HHCDATAW.BACKUP(+1),FILE
PAPCD420,JCL,CPMPN717,CONTROL_CARD
PAPCD420,JCL,PA.PCPS.PCEB0205.HIST(+1),FILE
PAPCD420,JCL,PA.PCPS.PCEB0215.HIST(0),FILE
PAPCD420,JCL,PA.PCPS.PCEB0215.HIST(+1),FILE
PAPCD420,JCL,IEFBR14,UTILITY
PAPCD420,JCL,TCCNULL8,COBOL
PAPCD420,JCL,PCEB0200,COBOL
PAPCD420,JCL,PCEB0205,COBOL
PAPCD430,JCL,AAPFAUTH,PROC
PAPCD430,JCL,AJOBLIBS,PROC
PAPCD430,JCL,TUT000,PROC
PAPCD430,JCL,U11RMS,COBOL
PAPCD430,JCL,APC160,PROC
PAPCD430,JCL,GBDMA100,COBOL
PAPCD430,JCL,PA.PMPS.PMABI991.POLMASTR(0),FILE
PAPCD430,JCL,PA.PCPS.GBDMA100.BDPOLDAT.BACKUP(+1),FILE
PAPCD430,JCL,SORT,UTILITY
PAPCD430,JCL,PA.PCXX.TEMP02.PCPCW030(+1),FILE
PAPCD430,JCL,BDXSRT1,CONTROL_CARD
PAPCD430,JCL,GBDME101,COBOL
PAPCD430,JCL,PC.PBPS.PB300.BNKMSTR(0),FILE
PAPCD430,JCL,PA.PCXX.TEMP03.PCPCW030(+1),FILE
PAPCD430,JCL,PA.PCXX.TEMP04.PCPCW030(+1),FILE
PAPCD430,JCL,BDXSRT2,CONTROL_CARD
PAPCD430,JCL,GBDME102,COBOL
PAPCD430,JCL,PA.PCPS.GBDME102.CROSSREF.LOADDATA(+1),FILE
PAPCD430,JCL,AUX300,PROC
PAPCD430,JCL,GBDMC103,COBOL
PAPCD430,JCL,PA.PCPS.GBDMC103.LOAD.TCCBANK(+1),FILE
PAPCD430,JCL,PA.PCPS.GBDMC103.LOAD.TCCPOL(+1),FILE
PAPCD430,JCL,AUX310,PROC
PAPCD430,JCL,DSNUTILB,UTILITY
PAPCD430,JCL,SYS4.DB2.DSNP.DSNLOAD,FILE
PAPCD430,JCL,PA.PCPS.TCCBANK.SYSUT1(+1),FILE
PAPCD430,JCL,PA.PCPS.TCCBANK.SYSDISC(+1),FILE
PAPCD430,JCL,PA.PCPS.TCCBANK.SYSERR(+1),FILE
PAPCD430,JCL,PA.PCPS.TCCBANK.SYSMAP(+1),FILE
PAPCD430,JCL,AUX31010,CONTROL_CARD
PAPCD430,JCL,AUX311,PROC
PAPCD430,JCL,AUX31110,CONTROL_CARD
PAPCD430,JCL,AUX315,PROC
PAPCD430,JCL,PA.PCPS.TCCPOL.SYSUT1(+1),FILE
PAPCD430,JCL,PA.PCPS.TCCPOL.SYSDISC(+1),FILE
PAPCD430,JCL,PA.PCPS.TCCPOL.SYSERR(+1),FILE
PAPCD430,JCL,PA.PCPS.TCCPOL.SYSMAP(+1),FILE
PAPCD430,JCL,AUX31510,CONTROL_CARD
PAPCD430,JCL,AUX31610,CONTROL_CARD
PAPCD430,JCL,APC170,PROC
PAPCD430,JCL,IDCAMS,UTILITY
PAPCD430,JCL,PA.PCVS.ONLNMSTN,FILE
PAPCD430,JCL,PA.PSXX.ONLNMSTN,FILE
PAPCD430,JCL,PBQREPRO,CONTROL_CARD
PAPCD430,JCL,PA.PCXX.STEP01.PCPCW030(+1),FILE
PAPCD430,JCL,PBQW20S1,CONTROL_CARD
PAPCD430,JCL,GBDME103,COBOL
PAPCD430,JCL,PA.PCPS.GBDME103.BDPOLSFM(+1),FILE
PAPCD430,JCL,PA.PCXX.STEP2A.OUTPUT04.PCPCW030(+1),FILE
PAPCD430,JCL,PA.PCXX.STEP2A.OUTPUT05.PCPCW030(+1),FILE
PAPCD430,JCL,UPCB0100,COBOL
PAPCD430,JCL,PBDFVSAM,CONTROL_CARD
PAPCD430,JCL,PBHVALUE,CONTROL_CARD
PAPCD430,JCL,APC161,PROC
PAPCD430,JCL,PCEB0151,EZPLUS
PAPCD430,JCL,DC10,CONTROL_CARD
PAPCD430,JCL,CNP01000,CONTROL_CARD
PAPCD430,JCL,PA.AXVS.RV26.MODERULE,FILE
PAPCD430,JCL,PA.PCPS.LETTER.FILE(+1),FILE
PAPCD430,JCL,SASSTRLR,COBOL
PAPCD430,JCL,CA7PD300,CONTROL_CARD
PAPCD445,JCL,ASPECIAL,PROC
PAPCD445,JCL,AJOBLIBS,PROC
PAPCD445,JCL,TUT000,PROC
PAPCD445,JCL,U11RMS,COBOL
PAPCD445,JCL,APC445,PROC
PAPCD445,JCL,IKJEFT1B,UTILITY
PAPCD445,JCL,APCPN445,CONTROL_CARD
PAPCD445,JCL,RULES,PROC
PAPCD445,JCL,ENVIRMNT,CONTROL_CARD
PAPCD445,JCL,PA.PCVS.PRENOTE.DETAIL,FILE
PAPCD445,JCL,PA.NPVS.NP85011.MISCPREM,FILE
PAPCD445,JCL,PA.NVVS.CNV.CNVRTBK,FILE
PAPCD445,JCL,PA.AXVS.RV26.MODERULE,FILE
PAPCD445,JCL,PA.PCPS.STD.PRENOTE.LETTER(+1),FILE
PAPCD445,JCL,PA.PCPS.PCCB0445.REPT.EXT(+1),FILE
PAPCD445,JCL,PA.PCPS.STD.PRENOTE.REMARKS(+1),FILE
PAPCD445,JCL,PA.PCPS.PCCB0445.PSW.FILE(+1),FILE
PAPCD445,JCL,PA.PCPS.PCCB0445.PSW.REPT(+1),FILE
PAPCD445,JCL,SORT,UTILITY
PAPCD445,JCL,SORT4451,CONTROL_CARD
PAPCD445,JCL,PA.PCPS.PRENOTE.REPORT.FILE(+1),FILE
PAPCD445,JCL,PCEB0446,COBOL
PAPCD445,JCL,SORT4452,CONTROL_CARD
PAPCD445,JCL,PA.PCPS.PCCB0445.PSW.SRTD(+1),FILE
PAPCD445,JCL,PCCB0448,COBOL
PAPCD445,JCL,PA.PCPS.PCCB0445.PSW.SRTD(0),FILE
PAPCD445,JCL,PA.PCPS.PCCB0448.PSW.DAILY(+1),FILE
PAPCD445,JCL,SORT4453,CONTROL_CARD
PAPCD445,JCL,PA.PCPS.PCCB0445.PSW.MTD(0),FILE
PAPCD445,JCL,PA.PCPS.PCCB0445.PSW.MTD(+1),FILE
PAPCD445,JCL,PCCB0447,COBOL
PAPCD445,JCL,APCD445,CONTROL_CARD
PAPCD445,JCL,CDIDCAMS,COBOL
PAPCD445,JCL,XREPRO,CONTROL_CARD
PAPCD445,JCL,PA.PCPS.PRENOTE.DETAIL.BKUP(+1),FILE
PAPCD445,JCL,PCCB0445,COBOL
PAPCD446,JCL,ASPECIAL,PROC
PAPCD446,JCL,AJOBLIBS,PROC
PAPCD446,JCL,TUT000,PROC
PAPCD446,JCL,U11RMS,COBOL
PAPCD446,JCL,APC446,PROC
PAPCD446,JCL,IKJEFT1B,UTILITY
PAPCD446,JCL,APCPN170,CONTROL_CARD
PAPCD446,JCL,ENVIRMNT,CONTROL_CARD
PAPCD446,JCL,CAL01,CONTROL_CARD
PAPCD446,JCL,RULES,PROC
PAPCD446,JCL,PA.POVS.OMEGA.LITE.STDERROR,FILE
PAPCD446,JCL,PA.PCPS.STD.CANCEL.BKP(+1),FILE
PAPCD446,JCL,PA.PCPS.STD.OMEGA.LITE.TRANS(+1),FILE
PAPCD446,JCL,POCB0170,COBOL
PAPCD505,JCL,ASPECIAL,PROC
PAPCD505,JCL,AJOBLIBS,PROC
PAPCD505,JCL,TUT000,PROC
PAPCD505,JCL,U11RMS,COBOL
PAPCD505,JCL,APC502,PROC
PAPCD505,JCL,SORT,UTILITY
PAPCD505,JCL,PA.PCPS.CYCLEJ.DC05D(0),FILE
PAPCD505,JCL,APCST502,CONTROL_CARD
PAPCD505,JCL,PA.PCXX.PCEB0500.ALLACCT.TRANS.NEG(+1),FILE
PAPCD505,JCL,PA.PCXX.PCEB0500.ALLACCT.TRANS.POS(+1),FILE
PAPCD505,JCL,PCEB0500,COBOL
PAPCD505,JCL,PA.PCPS.DC05.BALLACCT(0),FILE
PAPCD505,JCL,PA.PCPS.DC05T2.BALLACCT(0),FILE
PAPCD505,JCL,PA.PCPS.PCEB0500.ALLACCT.TRANS(+1),FILE
PAPCD505,JCL,PA.PCPS.PCEB0500.ALLACCT.ASORT(+1),FILE
PAPCD505,JCL,CPCST500,CONTROL_CARD
PAPCD505,JCL,PA.CPPS.DB2.CPCB0160.ROP.FILE(0),FILE
PAPCD505,JCL,PA.PCPS.CCHDN085.ROP.ASORT(+1),FILE
PAPCD505,JCL,CPCST505,CONTROL_CARD
PAPCD505,JCL,PA.PCPS.COMBINED.ROP.FILE(+1),FILE
PAPCD505,JCL,CPCST508,CONTROL_CARD
PAPCD505,JCL,IKJEFT1B,UTILITY
PAPCD505,JCL,CPMPN743,CONTROL_CARD
PAPCD505,JCL,PA.PMPS.BPHPMRKY.POLMASTR,FILE
PAPCD505,JCL,CPMMSAPA,CONTROL_CARD
PAPCD505,JCL,PA.PCPS.PCEB0505.ALLU6.TRANS(+1),FILE
PAPCD505,JCL,PCEB0508,COBOL
PAPCD505,JCL,PA.PCPS.CLAIMS.ROP.FILE(+1),FILE
PAPCD505,JCL,PA.PCPS.PREMIUM.ROP.FILE(+1),FILE
PAPCD505,JCL,PCEB0510,COBOL
PAPCD505,JCL,CYL02,CONTROL_CARD
PAPCD505,JCL,PA.PCPS.PCEB0510.PMRTRAN(+1),FILE
PAPCD505,JCL,TCCNULL,COBOL
PAPCD505,JCL,PA.CPPS.DB2.CPCB0160.ROP.FILE(+1),FILE
PAPCD505,JCL,NVEB1530,COBOL
PAPCD505,JCL,PA.PCPS.DC35.PRCMSTR(0),FILE
PAPCD505,JCL,PA.NVPS.CNV.HISTORY.DAILY(0),FILE
PAPCD505,JCL,PA.NVPS.NVEB1530.PMR.TRANS(+1),FILE
PAPCD505,JCL,NVEB1535,COBOL
PAPCD505,JCL,PA.PCPS.PCEB0510.PMR.TRANS(+1),FILE
PAPCD505,JCL,NVEB1540,COBOL
PAPCD505,JCL,PA.PCPS.WELLNESS.T183TRAN(+0),FILE
PAPCD505,JCL,PA.PCPS.PCEB0540.COMBINED.T183(+1),FILE
PAPCD505,JCL,PA.PCPS.WELLHIP.T183TRAN(+0),FILE
PAPCD505,JCL,PA.PCPS.PCEB0540.COMBINED.T183(+2),FILE
PAPCD505,JCL,PA.PCPS.VISION.T183TRAN(+0),FILE
PAPCD505,JCL,PA.PCPS.PCEB0540.COMBINED.T183(+3),FILE
PAPCD505,JCL,AJR444,PROC
PAPCD505,JCL,CJRCJ004,CONTROL_CARD
PAPCD505,JCL,DC10,CONTROL_CARD
PAPCD505,JCL,PA.FAPS.GA02.CHRTACCT(0),FILE
PAPCD505,JCL,PA.FGVS.FFAC1035.SUSPENSE,FILE
PAPCD505,JCL,NULLFILE,CONTROL_CARD
PAPCD505,JCL,PA.PCPS.CYCLEJ.WRAP.AROUND.SUSPENSE(+1),FILE
PAPCD505,JCL,PA.PCPS.CYCLEJ.WRAP.AROUND.DENTRY(+1),FILE
PAPCD505,JCL,PA.PCPS.JRCB0004.REPORT01.PAPCD505(+1),FILE
PAPCD505,JCL,DSTNULLS,COBOL
PAPCD505,JCL,PA.PCPS.PCEB0540.COMBINED.T183(+4),FILE
PAPCD505,JCL,PCEB0505,COBOL
PAPCD505,JCL,PCJRPL50,COBOL
PAPCD509,JCL,ASPECIAL,PROC
PAPCD509,JCL,AJOBLIBS,PROC
PAPCD509,JCL,TUT000,PROC
PAPCD509,JCL,U11RMS,COBOL
PAPCD509,JCL,APC509,PROC
PAPCD509,JCL,IKJEFT1B,UTILITY
PAPCD509,JCL,AEXD509C,CONTROL_CARD
PAPCD509,JCL,PA.PCPS.RET.LETTERS.FILE(0),FILE
PAPCD509,JCL,AEXD509D,CONTROL_CARD
PAPCD509,JCL,D:/MTSDATA/OUTGOING/PAEXD50901.TXT,shell path
PAPCD509,JCL,D:/MTSDATA/INCOMING,shell path
PAPCD509,JCL,PA.PCPS.RET.LETTERS.MTS.CMDLINE(+1),FILE
PAPCD509,JCL,PA.PCPS.RET.LETTERS.MTS.LETTERS(+1),FILE
PAPCD509,JCL,ACTPN509,CONTROL_CARD
PAPCD509,JCL,CHKINPT,COBOL
PAPCD509,JCL,TCCNULL,COBOL
PAPCD509,JCL,PA.PCPS.RET.LETTERS.MTS.RETURN,FILE
PAPCD509,JCL,FTP,UTILITY
PAPCD509,JCL,TCPDATA,CONTROL_CARD
PAPCD509,JCL,FTPDLRGE,CONTROL_CARD
PAPCD509,JCL,PA.FFPS.NETRC,FILE
PAPCD509,JCL,APCFT09C,CONTROL_CARD
PAPCD509,JCL,IEFBR14,UTILITY
PAPCD509,JCL,APCFT09A,CONTROL_CARD
PAPCD509,JCL,APCFT09B,CONTROL_CARD
PAPCD509,JCL,CTCB0100,COBOL
PAPCD530,JCL,ASPECIAL,PROC
PAPCD530,JCL,AJOBLIBS,PROC
PAPCD530,JCL,TUT000,PROC
PAPCD530,JCL,U11RMS,COBOL
PAPCD530,JCL,APC010,PROC
PAPCD530,JCL,UTCB9101,COBOL
PAPCD530,JCL,PA.PCPS.DC35.PRCMSTR(0),FILE
PAPCD530,JCL,PA.PCPS.UTCB9101.R01.$DC35(+1),FILE
PAPCD530,JCL,PA.PCPS.DC10.POLMSTR(0),FILE
PAPCD530,JCL,PA.PCPS.UTCB9101.R01.$DC10(+1),FILE
PAPCD530,JCL,PA.PIPS.RS20.TERMMSTR(0),FILE
PAPCD530,JCL,PA.PCPS.UTCB9101.R01.$RS20(+1),FILE
PAPCD530,JCL,IEBGENER,UTILITY
PAPCD530,JCL,PCEB0530,COBOL
PAPCD530,JCL,PA.PCXX.PCEB0530.EMAILDTL(+1),FILE
PAPCD530,JCL,NPCB0899,COBOL
PAPCD600,JCL,ASPECIAL,PROC
PAPCD600,JCL,AJOBLIBS,PROC
PAPCD600,JCL,TUT000,PROC
PAPCD600,JCL,U11RMS,COBOL
PAPCD600,JCL,APC990,PROC
PAPCD601,JCL,ASPECIAL,PROC
PAPCD601,JCL,AJOBLIBS,PROC
PAPCD601,JCL,TUT000,PROC
PAPCD601,JCL,U11RMS,COBOL
PAPCD601,JCL,APC601,PROC
PAPCD601,JCL,SORT,UTILITY
PAPCD601,JCL,PA.PCPS.PCCB0601.DEATHCLM(+0),FILE
PAPCD601,JCL,PA.PCPS.PCCB0601.INITSORT(+1),FILE
PAPCD601,JCL,CPCST601,CONTROL_CARD
PAPCD601,JCL,PCEB0608,COBOL
PAPCD601,JCL,PA.PCPS.DC35.PRCMSTR(0),FILE
PAPCD601,JCL,PA.PCPS.PCCB0601.CHEKSTAT(+1),FILE
PAPCD601,JCL,PCEB0609,COBOL
PAPCD601,JCL,RET15,CONTROL_CARD
PAPCD601,JCL,PA.PCPS.DC10.PRCMASTR(0),FILE
PAPCD601,JCL,PA.PCXX.PCCB0601.DEATHCLM(+1),FILE
PAPCD601,JCL,IEBGENER,UTILITY
PAPCD601,JCL,PA.PCPS.PCCB0601.DEATHCLM(+1),FILE
PAPCD610,JCL,ASPECIAL,PROC
PAPCD610,JCL,AJOBLIBS,PROC
PAPCD610,JCL,TUT000,PROC
PAPCD610,JCL,U11RMS,COBOL
PAPCD610,JCL,APC609,PROC
PAPCD610,JCL,CDIDCAMS,COBOL
PAPCD610,JCL,PA.PCVS.DC69PA.WEEKLY.INPUT,FILE
PAPCD610,JCL,PA.PCPS.DC69PA.OFFLOD.INPUT(+1),FILE
PAPCD610,JCL,CPC01020,CONTROL_CARD
PAPCD610,JCL,IEBGENER,UTILITY
PAPCD610,JCL,PA.PCPS.DC69PA.DAILY.BACKUP(+1),FILE
PAPCD610,JCL,SORT,UTILITY
PAPCD610,JCL,PA.PCPS.DC69PA.DAILY.INPUT(+1),FILE
PAPCD610,JCL,CPCST000,CONTROL_CARD
PAPCD610,JCL,PCEB0000,COBOL
PAPCD611,JCL,ASPECIAL,PROC
PAPCD611,JCL,AJOBLIBS,PROC
PAPCD611,JCL,TUT000,PROC
PAPCD611,JCL,U11RMS,COBOL
PAPCD611,JCL,APC611,PROC
PAPCD611,JCL,CHKINPT,COBOL
PAPCD611,JCL,PA.PCPS.DC69PA.DAILY.INPUT(+0),FILE
PAPCD611,JCL,TCCPPARM,COBOL
PAPCD611,JCL,SORT,UTILITY
PAPCD611,JCL,PA.PCXX.SELECT.PCPCD611(+1),FILE
PAPCD611,JCL,DC69S,CONTROL_CARD
PAPCD611,JCL,TCCCOND,COBOL
PAPCD611,JCL,DC10,CONTROL_CARD
PAPCD611,JCL,DC69ZT,COBOL
PAPCD611,JCL,PA.PCPS.DC69.YEMERG(0),FILE
PAPCD611,JCL,PA.PCPS.DC69.MTDMERG(0),FILE
PAPCD611,JCL,PA.PCPS.DC69PA.YEAR0(+1),FILE
PAPCD611,JCL,PA.PCPS.DC69.YTDMERG(0),FILE
PAPCD612,JCL,ASPECIAL,PROC
PAPCD612,JCL,AJOBLIBS,PROC
PAPCD612,JCL,TUT000,PROC
PAPCD612,JCL,U11RMS,COBOL
PAPCD612,JCL,APC612,PROC
PAPCD612,JCL,CHKINPT,COBOL
PAPCD612,JCL,PA.PCPS.DC69PA.DAILY.INPUT(+0),FILE
PAPCD612,JCL,TCCPPARM,COBOL
PAPCD612,JCL,SORT,UTILITY
PAPCD612,JCL,PA.PCXX.SELECT.PCPCD612(+1),FILE
PAPCD612,JCL,DC69S,CONTROL_CARD
PAPCD612,JCL,DC69ZT,COBOL
PAPCD612,JCL,PA.PCPS.DC69.YEMERG(-1),FILE
PAPCD612,JCL,PA.PCPS.DC69PA.YEAR1(+1),FILE
PAPCD613,JCL,ASPECIAL,PROC
PAPCD613,JCL,AJOBLIBS,PROC
PAPCD613,JCL,TUT000,PROC
PAPCD613,JCL,U11RMS,COBOL
PAPCD613,JCL,APC613,PROC
PAPCD613,JCL,CHKINPT,COBOL
PAPCD613,JCL,PA.PCPS.DC69PA.DAILY.INPUT(+0),FILE
PAPCD613,JCL,TCCPPARM,COBOL
PAPCD613,JCL,SORT,UTILITY
PAPCD613,JCL,PA.PCXX.SELECT.PCPCD613(+1),FILE
PAPCD613,JCL,DC69S,CONTROL_CARD
PAPCD613,JCL,DC69ZT,COBOL
PAPCD613,JCL,PA.PCPS.DC69.YEMERG(-2),FILE
PAPCD613,JCL,PA.PCPS.DC69.YEMERG(-3),FILE
PAPCD613,JCL,PA.PCPS.DC69PA.YEAR2(+1),FILE
PAPCD614,JCL,ASPECIAL,PROC
PAPCD614,JCL,AJOBLIBS,PROC
PAPCD614,JCL,TUT000,PROC
PAPCD614,JCL,U11RMS,COBOL
PAPCD614,JCL,APC614,PROC
PAPCD614,JCL,CHKINPT,COBOL
PAPCD614,JCL,PA.PCPS.DC69PA.DAILY.INPUT(+0),FILE
PAPCD614,JCL,TCCPPARM,COBOL
PAPCD614,JCL,SORT,UTILITY
PAPCD614,JCL,PA.PCXX.SELECT.PCPCD614(+1),FILE
PAPCD614,JCL,DC69S,CONTROL_CARD
PAPCD614,JCL,DC69ZT,COBOL
PAPCD614,JCL,PA.PCPS.DC69.YEMERG(-4),FILE
PAPCD614,JCL,PA.PCPS.DC69.YEMERG(-5),FILE
PAPCD614,JCL,PA.PCPS.DC69PA.YEAR3(+1),FILE
PAPCD615,JCL,ASPECIAL,PROC
PAPCD615,JCL,AJOBLIBS,PROC
PAPCD615,JCL,TUT000,PROC
PAPCD615,JCL,U11RMS,COBOL
PAPCD615,JCL,APC615,PROC
PAPCD615,JCL,CHKINPT,COBOL
PAPCD615,JCL,PA.PCPS.DC69PA.DAILY.INPUT(+0),FILE
PAPCD615,JCL,TCCPPARM,COBOL
PAPCD615,JCL,IEBGENER,UTILITY
PAPCD615,JCL,PA.PCPS.DC69PA.POLREQ.BACKUP(+1),FILE
PAPCD615,JCL,SORT,UTILITY
PAPCD615,JCL,PA.PCPS.DC69PA.YEAR0(0),FILE
PAPCD615,JCL,PA.PCPS.DC69PA.YEAR1(0),FILE
PAPCD615,JCL,PA.PCPS.DC69PA.YEAR2(0),FILE
PAPCD615,JCL,PA.PCPS.DC69PA.YEAR3(0),FILE
PAPCD615,JCL,PA.PCPS.DC69PA.SORTED(+1),FILE
PAPCD615,JCL,DC69S2,CONTROL_CARD
PAPCD615,JCL,DC69EZ,COBOL
PAPCD615,JCL,CPCST209,CONTROL_CARD
PAPCD635,JCL,ASPECIAL,PROC
PAPCD635,JCL,AJOBLIBS,PROC
PAPCD635,JCL,TUT000,PROC
PAPCD635,JCL,U11RMS,COBOL
PAPCD635,JCL,APC635,PROC
PAPCD635,JCL,PCCB0250,COBOL
PAPCD635,JCL,PA.PCPS.DC20.ACCTREJ(0),FILE
PAPCD635,JCL,CUP01150,CONTROL_CARD
PAPCD635,JCL,PA.PCPS.DC20.ACCTREJ.FOR.REFEED(+1),FILE
PAPCD635,JCL,SORT,UTILITY
PAPCD635,JCL,PA.PBPS.PB160.APAYTRAN.PRECYCLE(0),FILE
PAPCD635,JCL,PA.PCPS.APAYTRAN.SRT(+1),FILE
PAPCD635,JCL,CPCST635,CONTROL_CARD
PAPCD635,JCL,PCCB0252,COBOL
PAPCD635,JCL,PA.PCPS.PCCB0252.APAY.PAYMENTS(+1),FILE
PAPCD635,JCL,IKJEFT1B,UTILITY
PAPCD635,JCL,CPCPN255,CONTROL_CARD
PAPCD635,JCL,CPMMSAPA,CONTROL_CARD
PAPCD635,JCL,CPMMSTPA,CONTROL_CARD
PAPCD635,JCL,PA.PCVS.HT01.HISTORY,FILE
PAPCD635,JCL,PA.PCVS.DC69LD.ARCHIVES,FILE
PAPCD635,JCL,PC.POVS.BUSINESS.RULES.PROD,FILE
PAPCD635,JCL,DC10,CONTROL_CARD
PAPCD635,JCL,CUP01140,CONTROL_CARD
PAPCD635,JCL,PA.PCPS.PCCB0255.REFEED.MAINT(+1),FILE
PAPCD635,JCL,PA.PCPS.PCCB0255.REFEED.ACCTG(+1),FILE
PAPCD635,JCL,PA.PCPS.PCCB0255.REFEED.POLICY.RMKS(+1),FILE
PAPCD635,JCL,PA.PCPS.PCCB0255.REFEED.AUTOINDX(+1),FILE
PAPCD635,JCL,PA.PCPS.PCCB0255.REFEED.AUDITRPT(+1),FILE
PAPCD635,JCL,PA.PCPS.PCCB0255.SYSOUT(+1),FILE
PAPCD635,JCL,PCEB0255,COBOL
PAPCD635,JCL,PCCB0255,COBOL
PAPCD700,JCL,ASPECIAL,PROC
PAPCD700,JCL,AJOBLIBS,PROC
PAPCD700,JCL,TUT000,PROC
PAPCD700,JCL,U11RMS,COBOL
PAPCD700,JCL,APC070,PROC
PAPCD700,JCL,IKJEFT01,UTILITY
PAPCD700,JCL,PBCB7060,CONTROL_CARD
PAPCD700,JCL,DC10,CONTROL_CARD
PAPCD700,JCL,COMPCODE,CONTROL_CARD
PAPCD700,JCL,PA.PCPS.PBCB7060.REJECT.FILE(+1),FILE
PAPCD700,JCL,PA.PCPS.PBCB7060.INELIG.FILE(+1),FILE
PAPCD700,JCL,PA.PCPS.PBCB7060.REBILL.FILE(+1),FILE
PAPCD700,JCL,PBCB7065,CONTROL_CARD
PAPCD700,JCL,PA.PCPS.PBCB7065.REJECT.FILE(+1),FILE
PAPCD700,JCL,PBEB7060,COBOL
PAPCD700,JCL,PBEB7062,COBOL
PAPCD700,JCL,PBEB7065,COBOL
PAPCD700,JCL,IKJEFT1B,UTILITY
PAPCD700,JCL,PBCB7030,CONTROL_CARD
PAPCD700,JCL,PA.PCPS.PBCB7030.GROUPR.LETTER(+1),FILE
PAPCD700,JCL,PA.PCPS.PBCB7030.GROUPR.REPORT(+1),FILE
PAPCD700,JCL,PBEB7030,COBOL
PAPCD700,JCL,PBCB7040,CONTROL_CARD
PAPCD700,JCL,COMP01,CONTROL_CARD
PAPCD700,JCL,PA.PCPS.PBCB7040.POLICYR.LETTER(+1),FILE
PAPCD700,JCL,PBCB7055,CONTROL_CARD
PAPCD700,JCL,PBCB7080,CONTROL_CARD
PAPCD700,JCL,PA.PCPS.PBCB7080.RPTEXT(+1),FILE
PAPCD700,JCL,PBEB7080,COBOL
PAPCD700,JCL,PBCB7100,CONTROL_CARD
PAPCD700,JCL,PBCB7060,COBOL
PAPCD700,JCL,PBCB7065,COBOL
PAPCD700,JCL,PBCB7030,COBOL
PAPCD700,JCL,PBCB7040,COBOL
PAPCD700,JCL,PBCB7055,COBOL
PAPCD700,JCL,PBCB7080,COBOL
PAPCD700,JCL,PBCB7100,COBOL
PAPCD750,JCL,ASPECIAL,PROC
PAPCD750,JCL,AJOBLIBS,PROC
PAPCD750,JCL,TUT000,PROC
PAPCD750,JCL,U11RMS,COBOL
PAPCD750,JCL,APC715,PROC
PAPCD750,JCL,PCEB0900,COBOL
PAPCD750,JCL,PA.PCPS.DC35.PRCMSTR(0),FILE
PAPCD752,JCL,ASPECIAL,PROC
PAPCD752,JCL,AJOBLIBS,PROC
PAPCD752,JCL,TUT000,PROC
PAPCD752,JCL,U11RMS,COBOL
PAPCD752,JCL,APC752,PROC
PAPCD752,JCL,SORT,UTILITY
PAPCD752,JCL,PA.PCPS.DC69.MTDMERG(0),FILE
PAPCD752,JCL,PA.PCPS.DC69.SORTED.MONTHLY(+1),FILE
PAPCD752,JCL,PA.PCPS.PCCB0031.SORT(0),FILE
PAPCD752,JCL,PCCB0022,COBOL
PAPCD752,JCL,PA.PCVS.POLACCT.HIST.PULL,FILE
PAPCD752,JCL,PA.PCPS.PCCB0022.MONTHLY(+1),FILE
PAPCD752,JCL,PA.PCPS.DC69.YTDMERG(0),FILE
