calling_component_name,calling_component_type,app_name,app_owner,called_component_name,called_component_type,call_type,instance
CPCO0860,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0860,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0860,COBOL,Policy Remarks,"Hutto, Amy",SQLCA,DCLGEN,,Columbus
CPCO0860,COBOL,Policy Remarks,"Hutto, Amy",CPOM860,MAPS,,Columbus
CPCO0860,COBOL,Policy Remarks,"Hutto, Amy",P860,TRANSACTION,STATIC,Columbus
CPCO0860,COBOL,Policy Remarks,"Hutto, Amy",CPCO0850,COBOL,STATIC,Columbus
CPCO0870,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0870,COBOL,Policy Remarks,"Hutto, Amy",CPOM870,COPYBOOK,,Columbus
CPCO0870,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0870,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0870,COBOL,Policy Remarks,"Hutto, Amy",SQLCA,DCLGEN,,Columbus
CPCO0870,COBOL,Policy Remarks,"Hutto, Amy",CPOM870,MAPS,,Columbus
CPCO0870,COBOL,Policy Remarks,"Hutto, Amy",P870,TRANSACTION,STATIC,Columbus
CPCO0870,COBOL,Policy Remarks,"Hutto, Amy",CPCO0850,COBOL,STATIC,Columbus
CPCO0880,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0880,COBOL,Policy Remarks,"Hutto, Amy",CPOM880,COPYBOOK,,Columbus
CPCO0880,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0880,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0880,COBOL,Policy Remarks,"Hutto, Amy",SQLCA,DCLGEN,,Columbus
CPCO0880,COBOL,Policy Remarks,"Hutto, Amy",CPOM880,MAPS,,Columbus
CPCO0880,COBOL,Policy Remarks,"Hutto, Amy",P880,TRANSACTION,STATIC,Columbus
CPCO0880,COBOL,Policy Remarks,"Hutto, Amy",CPCO0850,COBOL,STATIC,Columbus
CPCO0890,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0890,COBOL,Policy Remarks,"Hutto, Amy",CPOM890,COPYBOOK,,Columbus
CPCO0890,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0890,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0890,COBOL,Policy Remarks,"Hutto, Amy",SQLCA,DCLGEN,,Columbus
CPCO0890,COBOL,Policy Remarks,"Hutto, Amy",CPOM890,MAPS,,Columbus
CPCO0890,COBOL,Policy Remarks,"Hutto, Amy",P890,TRANSACTION,STATIC,Columbus
CPCO0890,COBOL,Policy Remarks,"Hutto, Amy",CPCO0030,COBOL,STATIC,Columbus
CPCO0890,COBOL,Policy Remarks,"Hutto, Amy",CPCO0050,COBOL,STATIC,Columbus
CPCO0890,COBOL,Policy Remarks,"Hutto, Amy",CPCO1000,COBOL,STATIC,Columbus
CPCO0900,COBOL,Policy Remarks,"Hutto, Amy",ZZCC0101,COPYBOOK,,Columbus
CPCO0900,COBOL,Policy Remarks,"Hutto, Amy",ZZCC1304,COPYBOOK,,Columbus
CPCO0900,COBOL,Policy Remarks,"Hutto, Amy",ZZCC2602,COPYBOOK,,Columbus
CPCO0900,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0900,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0900,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0900,COBOL,Policy Remarks,"Hutto, Amy",CPCO0605,COBOL,STATIC,Columbus
CPCO0900,COBOL,Policy Remarks,"Hutto, Amy",CPCO0505,COBOL,STATIC,Columbus
CPCO0902,COBOL,Policy Remarks,"Hutto, Amy",ZZCC0101,COPYBOOK,,Columbus
CPCO0902,COBOL,Policy Remarks,"Hutto, Amy",ZZCC1304,COPYBOOK,,Columbus
CPCO0902,COBOL,Policy Remarks,"Hutto, Amy",ZZCC2602,COPYBOOK,,Columbus
CPCO0902,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0902,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0902,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0902,COBOL,Policy Remarks,"Hutto, Amy",CPCO0605,COBOL,STATIC,Columbus
CPCO0902,COBOL,Policy Remarks,"Hutto, Amy",CPCO0505,COBOL,STATIC,Columbus
CPCO0905,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0905,COBOL,Policy Remarks,"Hutto, Amy",CPOM905,COPYBOOK,,Columbus
CPCO0905,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0905,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0905,COBOL,Policy Remarks,"Hutto, Amy",CPOM905,MAPS,,Columbus
CPCO0905,COBOL,Policy Remarks,"Hutto, Amy",P905,TRANSACTION,STATIC,Columbus
CPCO0905,COBOL,Policy Remarks,"Hutto, Amy",CPCO0945,COBOL,STATIC,Columbus
CPCO0905,COBOL,Policy Remarks,"Hutto, Amy",CPCO0940,COBOL,STATIC,Columbus
CPCO0905,COBOL,Policy Remarks,"Hutto, Amy",CPCO0605,COBOL,STATIC,Columbus
CPCO0905,COBOL,Policy Remarks,"Hutto, Amy",CPCO0505,COBOL,STATIC,Columbus
CPCO0905,COBOL,Policy Remarks,"Hutto, Amy",CPCO0955,COBOL,STATIC,Columbus
CPCO0906,COBOL,Policy Remarks,"Hutto, Amy",ZZCC0101,COPYBOOK,,Columbus
CPCO0906,COBOL,Policy Remarks,"Hutto, Amy",ZZCC1304,COPYBOOK,,Columbus
CPCO0906,COBOL,Policy Remarks,"Hutto, Amy",ZZCC2602,COPYBOOK,,Columbus
CPCO0906,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0906,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0906,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0906,COBOL,Policy Remarks,"Hutto, Amy",CPCO0605,COBOL,STATIC,Columbus
CPCO0906,COBOL,Policy Remarks,"Hutto, Amy",CPCO0505,COBOL,STATIC,Columbus
CPCO0907,COBOL,Policy Remarks,"Hutto, Amy",ZZCC0101,COPYBOOK,,Columbus
CPCO0907,COBOL,Policy Remarks,"Hutto, Amy",ZZCC1304,COPYBOOK,,Columbus
CPCO0907,COBOL,Policy Remarks,"Hutto, Amy",ZZCC2602,COPYBOOK,,Columbus
CPCO0907,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0907,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0907,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0907,COBOL,Policy Remarks,"Hutto, Amy",CPCO0605,COBOL,STATIC,Columbus
CPCO0907,COBOL,Policy Remarks,"Hutto, Amy",CPCO0505,COBOL,STATIC,Columbus
CPCO0910,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0910,COBOL,Policy Remarks,"Hutto, Amy",CPERROR,COPYBOOK,,Columbus
CPCO0910,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0910,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0910,COBOL,Policy Remarks,"Hutto, Amy",P915,TRANSACTION,STATIC,Columbus
CPCO0915,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0915,COBOL,Policy Remarks,"Hutto, Amy",CPERROR,COPYBOOK,,Columbus
CPCO0915,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0915,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0915,COBOL,Policy Remarks,"Hutto, Amy",CPCO0060,COBOL,STATIC,Columbus
CPCO0915,COBOL,Policy Remarks,"Hutto, Amy",CDCO0070,COBOL,STATIC,Columbus
CPCO0915,COBOL,Policy Remarks,"Hutto, Amy",CPCO0070,COBOL,STATIC,Columbus
CPCO0915,COBOL,Policy Remarks,"Hutto, Amy",CPCO0658,COBOL,STATIC,Columbus
CPCO0915,COBOL,Policy Remarks,"Hutto, Amy",CPERROR,MAPS,,Columbus
CPCO0915,COBOL,Policy Remarks,"Hutto, Amy",P010,TRANSACTION,STATIC,Columbus
CPCO0920,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0920,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0920,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0920,COBOL,Policy Remarks,"Hutto, Amy",SQLCA,DCLGEN,,Columbus
CPCO0925,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0925,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0925,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0925,COBOL,Policy Remarks,"Hutto, Amy",SQLCA,DCLGEN,,Columbus
CPCO0930,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0930,COBOL,Policy Remarks,"Hutto, Amy",CPOM930,COPYBOOK,,Columbus
CPCO0930,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0930,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0930,COBOL,Policy Remarks,"Hutto, Amy",SQLCA,DCLGEN,,Columbus
CPCO0930,COBOL,Policy Remarks,"Hutto, Amy",CPOM930,MAPS,,Columbus
CPCO0930,COBOL,Policy Remarks,"Hutto, Amy",P930,TRANSACTION,STATIC,Columbus
CPCO0930,COBOL,Policy Remarks,"Hutto, Amy",CPCO0040,COBOL,STATIC,Columbus
CPCO0930,COBOL,Policy Remarks,"Hutto, Amy",CPCO0050,COBOL,STATIC,Columbus
CPCO0940,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0940,COBOL,Policy Remarks,"Hutto, Amy",CPOM940,COPYBOOK,,Columbus
CPCO0940,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0940,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0940,COBOL,Policy Remarks,"Hutto, Amy",SQLCA,DCLGEN,,Columbus
CPCO0940,COBOL,Policy Remarks,"Hutto, Amy",CPOM940,MAPS,,Columbus
CPCO0940,COBOL,Policy Remarks,"Hutto, Amy",P940,TRANSACTION,STATIC,Columbus
CPCO0940,COBOL,Policy Remarks,"Hutto, Amy",CPCO0905,COBOL,STATIC,Columbus
CPCO0940,COBOL,Policy Remarks,"Hutto, Amy",CPCO0945,COBOL,STATIC,Columbus
CPCO0940,COBOL,Policy Remarks,"Hutto, Amy",CPCO0940,COBOL,DYNAMIC,Columbus
CPCO0940,COBOL,Policy Remarks,"Hutto, Amy",CPCO0955,COBOL,STATIC,Columbus
CPCO0945,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0945,COBOL,Policy Remarks,"Hutto, Amy",CPOM945,COPYBOOK,,Columbus
CPCO0945,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0945,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0945,COBOL,Policy Remarks,"Hutto, Amy",SQLCA,DCLGEN,,Columbus
CPCO0945,COBOL,Policy Remarks,"Hutto, Amy",CPOM945,MAPS,,Columbus
CPCO0945,COBOL,Policy Remarks,"Hutto, Amy",P945,TRANSACTION,STATIC,Columbus
CPCO0945,COBOL,Policy Remarks,"Hutto, Amy",CPCO0905,COBOL,STATIC,Columbus
CPCO0945,COBOL,Policy Remarks,"Hutto, Amy",CPCO0955,COBOL,STATIC,Columbus
CPCO0945,COBOL,Policy Remarks,"Hutto, Amy",CPCO0526,COBOL,STATIC,Columbus
CPCO0950,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0950,COBOL,Policy Remarks,"Hutto, Amy",CPERROR,COPYBOOK,,Columbus
CPCO0950,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0950,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0950,COBOL,Policy Remarks,"Hutto, Amy",CPCO0951,COBOL,STATIC,Columbus
CPCO0950,COBOL,Policy Remarks,"Hutto, Amy",CPERROR,MAPS,,Columbus
CPCO0951,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0951,COBOL,Policy Remarks,"Hutto, Amy",CPERROR,COPYBOOK,,Columbus
CPCO0951,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0951,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0951,COBOL,Policy Remarks,"Hutto, Amy",CPCO0952,COBOL,STATIC,Columbus
CPCO0951,COBOL,Policy Remarks,"Hutto, Amy",CPCO0040,COBOL,STATIC,Columbus
CPCO0951,COBOL,Policy Remarks,"Hutto, Amy",CPERROR,MAPS,,Columbus
CPCO0952,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0952,COBOL,Policy Remarks,"Hutto, Amy",CPOM030,COPYBOOK,,Columbus
CPCO0952,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0952,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0952,COBOL,Policy Remarks,"Hutto, Amy",CPOM030,MAPS,,Columbus
CPCO0952,COBOL,Policy Remarks,"Hutto, Amy",CPCO0040,COBOL,STATIC,Columbus
CPCO0952,COBOL,Policy Remarks,"Hutto, Amy",CPCO0170,COBOL,STATIC,Columbus
CPCO0952,COBOL,Policy Remarks,"Hutto, Amy",CPCO0700,COBOL,STATIC,Columbus
CPCO0952,COBOL,Policy Remarks,"Hutto, Amy",CPCO0800,COBOL,STATIC,Columbus
CPCO0952,COBOL,Policy Remarks,"Hutto, Amy",CPCO0050,COBOL,STATIC,Columbus
CPCO0955,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0955,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0955,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0955,COBOL,Policy Remarks,"Hutto, Amy",SQLCA,DCLGEN,,Columbus
CPCO0960,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0960,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0960,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0970,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0970,COBOL,Policy Remarks,"Hutto, Amy",CPOM970,COPYBOOK,,Columbus
CPCO0970,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0970,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0970,COBOL,Policy Remarks,"Hutto, Amy",SQLCA,DCLGEN,,Columbus
CPCO0970,COBOL,Policy Remarks,"Hutto, Amy",CPOM970,MAPS,,Columbus
CPCO0970,COBOL,Policy Remarks,"Hutto, Amy",P970,TRANSACTION,STATIC,Columbus
CPCO0970,COBOL,Policy Remarks,"Hutto, Amy",CPCO0990,COBOL,STATIC,Columbus
CPCO0970,COBOL,Policy Remarks,"Hutto, Amy",CPCO0995,COBOL,STATIC,Columbus
CPCO0970,COBOL,Policy Remarks,"Hutto, Amy",CDCO0900,COBOL,STATIC,Columbus
CPCO0970,COBOL,Policy Remarks,"Hutto, Amy",CMCO0970,COBOL,STATIC,Columbus
CPCO0970,COBOL,Policy Remarks,"Hutto, Amy",CPCO0040,COBOL,STATIC,Columbus
CPCO0970,COBOL,Policy Remarks,"Hutto, Amy",CPCO0515,COBOL,STATIC,Columbus
CPCO0970,COBOL,Policy Remarks,"Hutto, Amy",CPCO0070,COBOL,STATIC,Columbus
CPCO0970,COBOL,Policy Remarks,"Hutto, Amy",CPCO0996,COBOL,STATIC,Columbus
CPCO0970,COBOL,Policy Remarks,"Hutto, Amy",CPCO0997,COBOL,STATIC,Columbus
CPCO0970,COBOL,Policy Remarks,"Hutto, Amy",CPCO0050,COBOL,STATIC,Columbus
CPCO0975,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0975,COBOL,Policy Remarks,"Hutto, Amy",CPOM975,COPYBOOK,,Columbus
CPCO0975,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0975,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0975,COBOL,Policy Remarks,"Hutto, Amy",SQLCA,DCLGEN,,Columbus
CPCO0975,COBOL,Policy Remarks,"Hutto, Amy",CPOM975,MAPS,,Columbus
CPCO0975,COBOL,Policy Remarks,"Hutto, Amy",P975,TRANSACTION,STATIC,Columbus
CPCO0975,COBOL,Policy Remarks,"Hutto, Amy",CPCO0970,COBOL,STATIC,Columbus
CPCO0980,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0980,COBOL,Policy Remarks,"Hutto, Amy",CPOM980,COPYBOOK,,Columbus
CPCO0980,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0980,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0980,COBOL,Policy Remarks,"Hutto, Amy",SQLCA,DCLGEN,,Columbus
CPCO0980,COBOL,Policy Remarks,"Hutto, Amy",CPOM980,MAPS,,Columbus
CPCO0980,COBOL,Policy Remarks,"Hutto, Amy",P980,TRANSACTION,STATIC,Columbus
CPCO0980,COBOL,Policy Remarks,"Hutto, Amy",CPCO0970,COBOL,STATIC,Columbus
CPCO0980,COBOL,Policy Remarks,"Hutto, Amy",CPCO0512,COBOL,STATIC,Columbus
CPCO0985,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0985,COBOL,Policy Remarks,"Hutto, Amy",CPOM985,COPYBOOK,,Columbus
CPCO0985,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0985,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0985,COBOL,Policy Remarks,"Hutto, Amy",SQLCA,DCLGEN,,Columbus
CPCO0985,COBOL,Policy Remarks,"Hutto, Amy",CPOM985,MAPS,,Columbus
CPCO0985,COBOL,Policy Remarks,"Hutto, Amy",P985,TRANSACTION,STATIC,Columbus
CPCO0985,COBOL,Policy Remarks,"Hutto, Amy",CPCO0970,COBOL,STATIC,Columbus
CPCO0990,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0990,COBOL,Policy Remarks,"Hutto, Amy",CPOM990,COPYBOOK,,Columbus
CPCO0990,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0990,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0990,COBOL,Policy Remarks,"Hutto, Amy",SQLCA,DCLGEN,,Columbus
CPCO0990,COBOL,Policy Remarks,"Hutto, Amy",CPOM990,MAPS,,Columbus
CPCO0990,COBOL,Policy Remarks,"Hutto, Amy",P990,TRANSACTION,STATIC,Columbus
CPCO0990,COBOL,Policy Remarks,"Hutto, Amy",CPCO0970,COBOL,STATIC,Columbus
CPCO0995,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0995,COBOL,Policy Remarks,"Hutto, Amy",CPOM995,COPYBOOK,,Columbus
CPCO0995,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0995,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0995,COBOL,Policy Remarks,"Hutto, Amy",SQLCA,DCLGEN,,Columbus
CPCO0995,COBOL,Policy Remarks,"Hutto, Amy",CPOM995,MAPS,,Columbus
CPCO0995,COBOL,Policy Remarks,"Hutto, Amy",P995,TRANSACTION,STATIC,Columbus
CPCO0995,COBOL,Policy Remarks,"Hutto, Amy",CPCO0970,COBOL,STATIC,Columbus
CPCO0996,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0996,COBOL,Policy Remarks,"Hutto, Amy",CPOM996,COPYBOOK,,Columbus
CPCO0996,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0996,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0996,COBOL,Policy Remarks,"Hutto, Amy",SQLCA,DCLGEN,,Columbus
CPCO0996,COBOL,Policy Remarks,"Hutto, Amy",CPOM996,MAPS,,Columbus
CPCO0996,COBOL,Policy Remarks,"Hutto, Amy",P996,TRANSACTION,STATIC,Columbus
CPCO0996,COBOL,Policy Remarks,"Hutto, Amy",CPCO0970,COBOL,STATIC,Columbus
CPCO0997,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0997,COBOL,Policy Remarks,"Hutto, Amy",CPOM997,COPYBOOK,,Columbus
CPCO0997,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0997,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0997,COBOL,Policy Remarks,"Hutto, Amy",SQLCA,DCLGEN,,Columbus
CPCO0997,COBOL,Policy Remarks,"Hutto, Amy",CPOM997,MAPS,,Columbus
CPCO0997,COBOL,Policy Remarks,"Hutto, Amy",P997,TRANSACTION,STATIC,Columbus
CPCO0997,COBOL,Policy Remarks,"Hutto, Amy",CPCO0970,COBOL,STATIC,Columbus
CPCO0A00,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0A00,COBOL,Policy Remarks,"Hutto, Amy",CPOMA00,COPYBOOK,,Columbus
CPCO0A00,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0A00,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0A00,COBOL,Policy Remarks,"Hutto, Amy",SQLCA,DCLGEN,,Columbus
CPCO0A00,COBOL,Policy Remarks,"Hutto, Amy",CPOMA00,MAPS,,Columbus
CPCO0A00,COBOL,Policy Remarks,"Hutto, Amy",PA00,TRANSACTION,STATIC,Columbus
CPCO0A00,COBOL,Policy Remarks,"Hutto, Amy",CPCO0270,COBOL,STATIC,Columbus
CPCO0A00,COBOL,Policy Remarks,"Hutto, Amy",CPCO0170,COBOL,STATIC,Columbus
CPCO0A05,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0A05,COBOL,Policy Remarks,"Hutto, Amy",CPOMA05,COPYBOOK,,Columbus
CPCO0A05,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0A05,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0A05,COBOL,Policy Remarks,"Hutto, Amy",SQLCA,DCLGEN,,Columbus
CPCO0A05,COBOL,Policy Remarks,"Hutto, Amy",SCCLAMST,DCLGEN,,Columbus
CPCO0A05,COBOL,Policy Remarks,"Hutto, Amy",CPOMA05,MAPS,,Columbus
CPCO0A05,COBOL,Policy Remarks,"Hutto, Amy",PA05,TRANSACTION,STATIC,Columbus
CPCO0A05,COBOL,Policy Remarks,"Hutto, Amy",CPCO0A10,COBOL,STATIC,Columbus
CPCO0A05,COBOL,Policy Remarks,"Hutto, Amy",CPCO0A15,COBOL,STATIC,Columbus
CPCO0A10,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0A10,COBOL,Policy Remarks,"Hutto, Amy",CPOMA10,COPYBOOK,,Columbus
CPCO0A10,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0A10,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0A10,COBOL,Policy Remarks,"Hutto, Amy",SQLCA,DCLGEN,,Columbus
CPCO0A10,COBOL,Policy Remarks,"Hutto, Amy",SCCLAMST,DCLGEN,,Columbus
CPCO0A10,COBOL,Policy Remarks,"Hutto, Amy",CPOMA10,MAPS,,Columbus
CPCO0A10,COBOL,Policy Remarks,"Hutto, Amy",PA10,TRANSACTION,STATIC,Columbus
CPCO0A10,COBOL,Policy Remarks,"Hutto, Amy",CPCO0A30,COBOL,STATIC,Columbus
CPCO0A10,COBOL,Policy Remarks,"Hutto, Amy",CPCO0A15,COBOL,STATIC,Columbus
CPCO0A15,COBOL,Policy Remarks,"Hutto, Amy",CLAIMREC,COPYBOOK,,Columbus
CPCO0A15,COBOL,Policy Remarks,"Hutto, Amy",CPOMA15,COPYBOOK,,Columbus
CPCO0A15,COBOL,Policy Remarks,"Hutto, Amy",DFHAID,COPYBOOK,,Columbus
CPCO0A15,COBOL,Policy Remarks,"Hutto, Amy",DFHBMSCA,COPYBOOK,,Columbus
CPCO0A15,COBOL,Policy Remarks,"Hutto, Amy",SQLCA,DCLGEN,,Columbus
CPCO0A15,COBOL,Policy Remarks,"Hutto, Amy",CPOMA15,MAPS,,Columbus
CPCO0A15,COBOL,Policy Remarks,"Hutto, Amy",PA15,TRANSACTION,STATIC,Columbus
CPCO0A15,COBOL,Policy Remarks,"Hutto, Amy",CPCO0270,COBOL,STATIC,Columbus
CPCO0A15,COBOL,Policy Remarks,"Hutto, Amy",CPCO0320,COBOL,STATIC,Columbus
CPCO0A15,COBOL,Policy Remarks,"Hutto, Amy",CPCO0170,COBOL,STATIC,Columbus
CPCO0A15,COBOL,Policy Remarks,"Hutto, Amy",CPCO0A00,COBOL,STATIC,Columbus
