component_name,file_name,open_mode,closed,read,write,rewrite,start,release,delete,sort,merge,optional,instance
ABCB0500,SYS-ENVIRONMENT,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ABCB0500,CYCLE-DATE,INPUT,No,No,No,No,No,No,No,No,No,No,Columbus
ABCB0500,INCOMING-POLICY,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ABCB0500,SUSPENSE-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ABCB0500,CREDITCARD-BILLMSTR,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ABCB0500,BANKDRAFT-BILLMSTR,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ABCB0500,BD-POLICY-ACCOUNTING,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ABCB0500,BD-GA11-ACCOUNTING,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ABCB0500,CC-POLICY-ACCOUNTING,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ABCB0500,CC-GA11-ACCOUNTING,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ABCB0500,OLOGFILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ACCB0101,INPUT01,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ACCB0101,INPUT02,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ACCB0101,OTPUT01,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ACLC0100,INPUT-DATE-CARD,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ACLC0100,CLO-CLAIMS-EXTRACT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ACLC0100,PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ADHOC993,CLI-PLAN-MASTER-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ADHOC993,CLI-PLAN-RIDERS-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ADHOC993,PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ADHOC994,CLI-PLAN-MASTER-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ADHOC994,PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ADHOC995,CLI-ADA-VERIFY-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ADHOC995,CLI-PLAN-CODES-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ADHOC995,PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ADHOC995,PRINT-FILE2,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ADHOC996,CLI-PLAN-MASTER-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ADHOC996,CLI-PLAN-RIDERS-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ADHOC996,PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ADHOC997,CLI-ADA-VERIFY-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ADHOC997,PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ADHOC998,CLI-PLAN-MASTER-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ADHOC998,PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ADHOC999,CLI-COSMETIC-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ADHOC999,CLI-WELLNESS-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ADHOC999,CLI-XRAY-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ADHOC999,CLI-ROOTCAN-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ADHOC999,CLI-REPAIRS-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ADHOC999,CLI-EXTRACT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ADHOC999,CLI-DENTURES-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ADHOC999,CLI-PAINREL-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ADHOC999,CLI-DIAGNOST-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ADHOC999,CLI-PREVENT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ADHOC999,CLI-CROWNS-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ADHOC999,CLI-GUMS-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ADHOC999,CLI-PLANCODES-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ADHOC999,CLI-COSPLANCODES-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ADHOC999,CLI-ORTPLANCODES-FILE,INPUT,No,Yes,No,No,No,No,No,No,No,No,Columbus
ADHOC999,CLI-ORTHO-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ADHOC999,CLI-FILLINGS-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ADHOC999,PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ADHOC999,PRINT-FILE2,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
AECB0010,PE10-DATE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
AECB0010,SWISSRE-OUT-FILE-V,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
AECB0010,SWISSRE-OUT-FILE-F,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
AECB0010,SWISSRE-ERR-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
AECB0010,SWISSRE-PREM-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
AECB0010,SWISSRE-NEWB-OUT-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
AECB0100,PMRIN,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
AECB0100,CIFIN,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
AECB0100,RECOUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
AECB0200,RECIN,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
AECB0200,RECOUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
AECB0200,TRANOUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
AECB0300,RECIN,INPUT,Yes,Yes,Yes,No,No,No,No,No,No,No,Columbus
AECB0300,RECOLD,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
AECB0300,DATEIN,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
AECB0300,RECOUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
AECB0300,TRANOUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
AECB0990,WORK02,INPUT/INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
AECB0990,WORK01,OUTPUT/OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
AECBN925,WORK01,INPUT/INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
AECBN925,REPORT00,OUTPUT,No,No,Yes,No,No,No,No,No,No,No,Columbus
AECBN927,WORK01,INPUT/INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
AECBN927,REPORT00,OUTPUT,No,No,Yes,No,No,No,No,No,No,No,Columbus
AECBP001,REPORT00,OUTPUT,No,No,Yes,No,No,No,No,No,No,No,Columbus
AECBP001,WORK01,OUTPUT/OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
AHCB0010,DENTAL-FLAT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
AHCB0060,IDB,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
AHCB0060,ODB,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
AHCB0060,OREPORT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
AHCB0100,INPUT01,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
AHCB0100,INPUT02,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
AHCB0100,OUTPUT01,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
AHCB0100,OUTPUT02,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
AHCB0100,OUTPUT99,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
AHCB0200,INPUT01,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
AHCB0200,INPUT02,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
AHCB0200,OUTPUT01,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
AHCB0210,INPUT01,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
AHCB0210,INPUT02,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
AHCB0210,OUTPUT01,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
AHCB0300,INPUT01,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
AHCB0300,INPUT02,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
AHCB0300,OUTPUT01,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ALCHCLBA,DENTAL-SEGMENT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ALCHCLBA,DENTAL-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ALCHCLBA,PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ALCHFLBA,FLI-DATE-CONTROL-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ALCHFLBA,FLO-FLEX-EXTRACT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ALCHFLBA,PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ALCHLABA,OUTPUT-FILE1,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ALCHMPBA,EXTRACT-FILE,OUTPUT,No,No,Yes,No,No,No,No,No,No,No,Columbus
ALCHNRBA,PENDIN,INPUT,No,No,No,No,No,No,No,No,No,No,Columbus
ALCHNRBA,POL-RPT,I-O,No,No,No,No,No,No,No,No,No,No,Columbus
ALCHNRBA,WALMART-REPORT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ALCHNRBA,WEB-REPORT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ALCHPRBA,GROUP-MASTER-PLOG,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ALCHPRBA,PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ALCHPTNY,BNKRET,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ALCHPTNY,CYLDATE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ALCHPTNY,NB75FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ALCHPTNY,RETDEREC,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ALCHPTNY,GA11FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ALCHRPBA,MICR-REPORT-OUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ALCHSBBA,DATECARD-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ALCHSBBA,DESK-EXT-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ALCHUWBA,SUIT-PURGE-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ALCHWEBA,WEB-DEFAULT-CASE-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ALCTESCI,INPUT01,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ALCTESCI,OUTPUT01,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ANNPRMFX,INPUT01-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ANNPRMFX,OUTPUT1-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
AP40005C,STMIN,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
AP40005C,PERIN,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
AP40005C,LOBTABLE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
AP40005C,STMOUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
AP40005C,STMCHK,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
AP40005C,STMTOT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
AP40005C,ADVTXS,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
AP40005C,COMMYTD,I-O,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Columbus
AP40020C,INPUT01,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
AP40020C,INPUT02,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
AP40020C,OUTPUT01,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
AP4006U1,MCAF,I-O,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Columbus
AP4006U1,DETAIL1,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
AP40MER1,AGENCY-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
AP40MER1,ACCUM-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
AP40MER1,OUTPUT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
APCB1130,INPUT01,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
APCB1130,INPUT02,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
APCB1130,OUTPUT01,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
APCB2010,INPUT01,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
APCB2010,OUTPUT01,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
APCB2010,OUTPUT02,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
APCB2010,OUTPUT03,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
APCC1100,INPUT-CCBWAIV-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
APCC1100,OUTPUT-CCBWAIV-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
APCC1100,PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
APSPGM23,FD-ISSUES-UNPACK,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
APSPGM23,FD-ISSUES-PACKED,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
APSPGM24,INPUT01,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
APSPGM24,OUTPUT01,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
AQBC0300,AFL-EXTRACT-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
AQBC0300,IN-DATES,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
AQBC0300,DISTRIBUTION-FILE1,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
AQBC0300,DISTRIBUTION-FILE2,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
AQBC0300,DISTRIBUTION-FILE3,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
AQBC0300,DISTRIBUTION-FILE4,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
AQBC0300,PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARCB0040,INPUT01,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ARCB0040,OUTPUT99,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARCB0040,OUTPUT88,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARCB0100,INPUT01,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ARCB0100,OUTPUT01,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ARCB0550,GROSSUN-IN,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ARCB0550,GROSSUN-OUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARCB0600,INPUT01,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ARCB0600,OUTPUT01,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARCB0600,AUDREPT1,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ARSCC006,IN-FACT,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ARSCC006,IN-REP-D,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ARSCC006,REPORT-DATE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ARSCC006,OUT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC006,PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC009,FACTORS-IN,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ARSCC009,PRINTER,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC015,EXTRACT-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ARSCC015,REPORT-DATE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ARSCC015,B-REPORT-FILE,OUTPUT/OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC015,E-REPORT-FILE,OUTPUT/OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC015,F-REPORT-FILE,OUTPUT/OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC015,S-REPORT-FILE,OUTPUT/OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC015,T-REPORT-FILE,OUTPUT/OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC015,GPA-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ARSCC015,TEST-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC015,PRINT-FILE1,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC015,PRINT-FILE2,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC015,T-COMPUTE-TOTS,OUTPUT,No,No,No,No,No,No,No,No,No,No,Columbus
ARSCC028,B-S-TAX-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ARSCC028,EXPENSE-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ARSCC028,PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC028,PARM-FILE,INPUT,No,Yes,No,No,No,No,No,No,No,No,Columbus
ARSCC030,LOB-FILE-IN,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ARSCC030,PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC030,DISK-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ARSCC103,EXT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ARSCC103,DATE-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ARSCC103,PRT-OUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC104,EXT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ARSCC104,DATE-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ARSCC104,PRT-OUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC105,EXT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ARSCC105,DATE-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ARSCC105,PRT-OUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC106,EXT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ARSCC106,DATE-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ARSCC106,PRT-OUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC230,AFL-EXTRACT-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ARSCC230,LAPSE-CNTRL-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ARSCC230,RESERVE-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ARSCC401,EXP-BEST-TRAN,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ARSCC401,CONV-HIST-UPDT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC401,REPORT-DATE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ARSCC401,PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC401,PRINTR-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC501,TYPE-RUN,INPUT,No,Yes,No,No,No,No,No,No,No,No,Columbus
ARSCC501,MASTER-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ARSCC501,TRANS-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ARSCC501,TERMINATION-FILE-IN,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ARSCC501,REPORT-DATE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ARSCC501,OUT-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ARSCC501,PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC501,ERROR-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ARSCC501,TERMINATION-FILE-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ARSCC501,TERM-DELETE-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC501,CHM-DELETE-FILE,OUTPUT,No,No,No,No,No,No,No,No,No,No,Columbus
ARSCC503,IN-POLS,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ARSCC503,IN-CHM,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ARSCC503,REPORT-DATE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ARSCC503,REP-PRINTR,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC503,CNTRL-PRINTR,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC505,INPUT01,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ARSCC505,OUTPUT00,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC505,OUTPUT01,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC505,OUTPUT02,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC505,OUTPUT03,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC505,OUTPUT04,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC505,OUTPUT05,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC505,OUTPUT06,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC505,OUTPUT07,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC505,OUTPUT08,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC505,OUTPUT09,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC505,OUTPUT10,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC505,OUTPUT11,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC505,OUTPUT12,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC505,OUTPUT13,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC505,OUTPUT14,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC505,OUTPUT15,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC505,OUTPUT16,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC505,OUTPUT17,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC505,OUTPUT18,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC505,OUTPUT19,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC505,OUTPUT20,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC505,OUTPUT21,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC505,OUTPUT22,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC505,OUTPUT23,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC505,OUTPUT24,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC505,OUTPUT25,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC505,PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC505,REPORT-DAT,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ARSCC507,ERROR-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ARSCC507,PRT-OUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC522,MASTER-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
ARSCC522,CYCLE-DATE-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ARSCC522,EXTRACT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC550,CONV-HISTORY,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ARSCC550,EXT-OUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
ARSCC550,DATE-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
ARSCC560,IN-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
