component_name,file_name,open_mode,closed,read,write,rewrite,start,release,delete,sort,merge,optional,instance
GA02,GEN-LEDGER,,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA02,NEW-CHART-TAPE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA02,ACCTCOMM,I-O,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA04,CARD-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GA04,CHART,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GA04,GENERAL-LEDGER-FILE,OUTPUT/INPUT,Yes,Yes,Yes,No,No,No,No,No,No,No,Columbus
GA04,SORTED-CARD-FILE,INPUT,Yes,No,No,No,No,No,No,Yes,No,No,Columbus
GA04,PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA04,WORK-FILE,,No,No,No,No,No,Yes,No,Yes,No,No,Columbus
GA11,CARD,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GA11,PRINTER,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA11,WORK-FILE,OUTPUT/INPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA11,MISC-OUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA110000,L70CTRL1-CONTROL,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA110000,L70CTRL2-CONTROL,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA110000,L70GA11I-ACCTG,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA110000,L70GA111-SUSPENSE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA110000,L70STATE-TABLE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA110000,ITABLE1,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA110010,L70GA111-SUSPENSE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GA110010,L70GA112-SUSPENSE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GA110010,L70GA113-SUSPENSE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA110010,REP-INFO,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GA110010,INDATE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA110010,SYSIN,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA110010,PRINT-FILE1,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA110010,PRINT-FILE2,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA110010,OUTPUT-FILE3,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA110010,FL-TYPE5,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA110020,L70GA113-SUSPENSE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA110020,L70GA114-SUSPENSE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA110020,L70GA115-CLEARED,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA110020,PRINT-FILE1,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA110025,L70GA113-SUSPENSE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA110025,PRINT-FILE1,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA110040,CNTRL-JOB-NAME,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA110040,L70GA115-CLEARED,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GA110040,L70GA116-TMPHIST,OUTPUT/INPUT,Yes,Yes,Yes,No,No,No,No,No,No,No,Columbus
GA110040,L70GA117-OLDHIST,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GA110040,L70GA118-NEWHIST,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA110040,GA110040-SORTFILE,,No,No,No,No,No,No,No,Yes,No,No,Columbus
GA110040,PRINT-FILE1,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA110040,PRINT-FILE2,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA110050,GA110050-UNCLEARED,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GA110050,GA110050-ACCOUNT1,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA110050,GA110050-ACCOUNT2,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA110050,GA110050-SORTFILE,,No,No,No,No,No,No,No,Yes,No,No,Columbus
GA110050,GA110050-REPORT1,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA11015C,INPUT01,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GA11015C,OUTPUT01,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA11015C,OUTPUT02,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA12,CARD,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GA12,PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA12,CHART,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GA12,INPUT-ACCTG,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GA12,OUTPUT-ACCTG,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA12,ALLIANCE-ACCTG,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA12,COMMISSIONS,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA12,DISTRIBUTION,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA12,PRIOR-DISTRIBUTION,INPUT,No,Yes,No,No,No,No,No,No,No,No,Columbus
GA120000,L70GA12I-ACCTG,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA120000,L70GA121-DETAIL,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA120000,L70GA122-DATE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA120010,L70GA121-ACCTG,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA120010,L70GA122-DATE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA120010,L70GA123-DETAIL,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA120010,L70GA124-BATCH,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA14,CARD,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA14,PRINTER,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA14,ACCTG,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA14,CHART,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA14,DISBURSEMENTS,OUTPUT/INPUT,Yes,Yes,Yes,No,No,No,No,No,No,No,Columbus
GA15,CARD-FILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GA15,PRINT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA15,GENERAL-LEDGER-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA15,DAILY-ACCTG,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA15,MTD-JOURNAL,INPUT,No,Yes,No,No,No,No,No,No,No,No,Columbus
GA15,UPDATED-MTD-JOURNAL,OUTPUT/INPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA15,CHART,INPUT/INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GA15,CLOSE-ACCOUNTS,OUTPUT/OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA21,CARD,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GA21,PRINTER,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA21,GENLEDGER,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GA21,WORK-FILE,OUTPUT/INPUT/OUTPUT,Yes,Yes,Yes,No,No,No,No,No,No,No,Columbus
GA21,CLOSING,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA21,CHART,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GA23,MTD-JRNL,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA23,GEN-LEDGER,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA23,CHART,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA23,CLOSE-ACCTS,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA23,PRINTER,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA24,MTD-JRNL,INPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA24,GEN-LEDGER,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA24,NEW-LEDGER,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA24,CHART,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GA24,CLOSE-ACCTS,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA24,PRINTER,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA24,BOND-INT,OUTPUT,No,No,No,No,No,No,No,No,No,No,Columbus
GA24,MORT-LOAN,OUTPUT,No,No,Yes,No,No,No,No,No,No,No,Columbus
GA24,CARD-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA24CLOS,MTD-JRNL,INPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA24CLOS,GEN-LEDGER,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA24CLOS,NEW-LEDGER,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA24CLOS,CHART,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GA24CLOS,CLOSE-ACCTS,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA24CLOS,PRINTER,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA24CLOS,BOND-INT,OUTPUT,No,No,No,No,No,No,No,No,No,No,Columbus
GA24CLOS,MORT-LOAN,OUTPUT,No,No,Yes,No,No,No,No,No,No,No,Columbus
GA24CLOS,CARD-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA26A,WORK-FILE,,No,No,Yes,No,No,Yes,No,Yes,No,No,Columbus
GA26A,SORTFILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA26A,MTD-JOURNAL-INPUT,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GA26A,UNCLEARED-ACCOUNTS,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GA26A,CHART,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GA26A,ERROR-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GA26B,PRINTER,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA26B,SORTFILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GA26B,UPDATED-UNCLEARED-ACCOUNTS,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA26BB,SUSREP,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA26BB,PRINTER,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA26BB,SORTFILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GA26BB,UPDATED-UNCLEARED-ACCOUNTS,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA26WW,PRINTER,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GA26WW,SORTFILE,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GA26WW,UPDATED-UNCLEARED-ACCOUNTS,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GACB0010,DOWNWARD-CHAINING-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GACB0010,EXTRACT-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GACB0020,EXTRACT-FILE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GACB0020,DETAIL-REPORT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0100,I-PAIDINV,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GBCB0100,O-PAIDINV,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GBCB0100,O-REPORT1,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GBCB0110,SYSID-PARM,INPUT,No,No,No,No,No,No,No,No,No,No,Columbus
GBCB0110,LTR-FILE,EXTEND,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GBCB0110,AUDIT-FILE,EXTEND,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0110,MAINT-FILE,EXTEND,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0110,PRINTFILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0110,CAL-DATE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0111,MAINT-FILE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0120,I-PAIDINV,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GBCB0124,SYSID-PARM,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0124,GATE-KEEPER,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0124,POL-PAY-IN,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0124,POL-PAY-OUTH,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GBCB0124,POL-PAY-OUTI,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GBCB0124,POL-PAY-OUTL,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GBCB0124,POL-PAY-OUTM,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GBCB0124,POL-PAY-OUTO,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GBCB0124,POL-PAY-OUTX,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GBCB0124,POL-PAY-OUTW,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0124,REC-CNT-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0124,POL-RPT-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0124,AUDIT-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0125,CAL-DATE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0125,CYCLE-DATE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0125,SYSID-PARM,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0125,POL-PAY-IN,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0125,POL-PAY-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0125,NPTS-REQUEST-OUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GBCB0125,NPTS-MAINT-OUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GBCB0125,PPR-ACCT-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0125,TRM-ACCT-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0125,POLICY-REMARKS,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0125,POL-ECI-OUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GBCB0125,AUDIT-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0125,FINANCIAL-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0125,FINANCIAL-MI-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0125,LETTER-MODS-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0125,POL-UPDT-PTD-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0125,HOLD-HARMLESS-OT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0125,POL-ECI13-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0125,RESEARCH-ITEM-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0126,MI-AUDIT,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GBCB0126,COMPANY-IND,INPUT,Yes,Yes,No,No,No,No,No,No,No,No,Columbus
GBCB0126,REPORT-FILE,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GBCB0127,I-ACTIVITY,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0127,O-POL-PTD,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0128,I-REMARKS,INPUT/INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0128,O-REFUND-CNT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0128,O-REMARKS,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0129,I-REMARKS,INPUT/INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0129,O-REFUND-CNT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0129,O-REMARKS,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0130,NPTS-IN,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0130,NPTS-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0130,NPTS-RECYCLE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0135,CANCEL-GROUPS-IN,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0135,NPTS-REQ-OUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GBCB0140,DATEIN,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0140,TRANSIN,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0140,GA11DATE,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0140,GA11BTCH,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0140,GA11TRAN,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0140,CHECKEXT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0156,INPUT01,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0156,INPUT02,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0156,OUTPUT01,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB0156,OUTPUT02,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125H,CAL-DATE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125H,CYCLE-DATE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125H,SYSID-PARM,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125H,POL-PAY-IN,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125H,POL-PAY-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125H,NPTS-REQUEST-OUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GBCB125H,NPTS-MAINT-OUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GBCB125H,PPR-ACCT-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125H,TRM-ACCT-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125H,POLICY-REMARKS,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125H,POL-ECI-OUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GBCB125H,AUDIT-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125H,FINANCIAL-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125H,FINANCIAL-MI-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125H,LETTER-MODS-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125H,POL-UPDT-PTD-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125H,HOLD-HARMLESS-OT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125H,POL-ECI13-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125I,CAL-DATE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125I,CYCLE-DATE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125I,SYSID-PARM,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125I,POL-PAY-IN,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125I,POL-PAY-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125I,NPTS-REQUEST-OUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GBCB125I,NPTS-MAINT-OUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GBCB125I,PPR-ACCT-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125I,TRM-ACCT-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125I,POLICY-REMARKS,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125I,POL-ECI-OUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GBCB125I,AUDIT-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125I,FINANCIAL-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125I,FINANCIAL-MI-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125I,LETTER-MODS-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125I,POL-UPDT-PTD-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125I,HOLD-HARMLESS-OT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125I,POL-ECI13-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125L,CAL-DATE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125L,CYCLE-DATE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125L,SYSID-PARM,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125L,POL-PAY-IN,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125L,POL-PAY-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125L,NPTS-REQUEST-OUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GBCB125L,NPTS-MAINT-OUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GBCB125L,PPR-ACCT-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125L,TRM-ACCT-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125L,POLICY-REMARKS,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125L,POL-ECI-OUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GBCB125L,AUDIT-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125L,FINANCIAL-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125L,FINANCIAL-MI-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125L,LETTER-MODS-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125L,POL-UPDT-PTD-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125L,HOLD-HARMLESS-OT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125L,POL-ECI13-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125M,CAL-DATE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125M,CYCLE-DATE,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125M,SYSID-PARM,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125M,POL-PAY-IN,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125M,POL-PAY-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125M,NPTS-REQUEST-OUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GBCB125M,NPTS-MAINT-OUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GBCB125M,PPR-ACCT-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125M,TRM-ACCT-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125M,POLICY-REMARKS,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125M,POL-ECI-OUT,OUTPUT,Yes,No,Yes,No,No,No,No,No,No,No,Columbus
GBCB125M,AUDIT-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125M,FINANCIAL-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125M,FINANCIAL-MI-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125M,LETTER-MODS-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125M,POL-UPDT-PTD-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125M,HOLD-HARMLESS-OT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125M,POL-ECI13-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125O,CAL-DATE,INPUT,No,No,No,No,No,No,No,No,No,No,Columbus
GBCB125O,SYSID-PARM,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125O,POL-PAY-IN,INPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
GBCB125O,POL-PAY-OUT,OUTPUT,Yes,No,No,No,No,No,No,No,No,No,Columbus
