Calling Component Name,Calling Component Type,,App Name,App Owner,Called Component Name,Called Component Type,Call Type
PPCOP120,COBOL,PPCOP120COBOL,Policy Pages,"Hutto, Amy",ZZCC0402,COPYBOOK,
PPCOP120,COBOL,PPCOP120COBOL,Policy Pages,"Hutto, Amy",ZZCC0202,COPYBOOK,
PPCOP120,COBOL,PPCOP120COBOL,Policy Pages,"Hutto, Amy",PPCU8200,COBOL,DYNAMIC
PPCOP120,COBOL,PPCOP120COBOL,Policy Pages,"Hutto, Amy",ZZCU0013,COBOL,DYNAMIC
PPCOP120,COBOL,PPCOP120COBOL,Policy Pages,"Hutto, Amy",ZZCU0006,COBOL,DYNAMIC
PPCOP120,COBOL,PPCOP120COBOL,Policy Pages,"Hutto, Amy",ZZCU0009,COBOL,DYNAMIC
PPCOP120,COBOL,PPCOP120COBOL,Policy Pages,"Hutto, Amy",ZZCU0024,COBOL,DYNAMIC
PPCOP120,COBOL,PPCOP120COBOL,Policy Pages,"Hutto, Amy",ZZCU0014,COBOL,DYNAMIC
PPCOP120,COBOL,PPCOP120COBOL,Policy Pages,"Hutto, Amy",ZZCU0007,COBOL,DYNAMIC
PPCOP120,COBOL,PPCOP120COBOL,Policy Pages,"Hutto, Amy",ZZCU0011,COBOL,DYNAMIC
PRCB9002,COBOL,PRCB9002COBOL,Rerates,"Hutto, Amy",PRCCMISC,COPYBOOK,
PRCB9002,COBOL,PRCB9002COBOL,Rerates,"Hutto, Amy",PRCCMPRE,COPYBOOK,
PRCB9002,COBOL,PRCB9002COBOL,Rerates,"Hutto, Amy",PRCCPLAN,COPYBOOK,
PRCB9002,COBOL,PRCB9002COBOL,Rerates,"Hutto, Amy",PRCCPPRM,COPYBOOK,
PRCB9002,COBOL,PRCB9002COBOL,Rerates,"Hutto, Amy",Y2KCOBOL,COPYBOOK,
PRCB9002,COBOL,PRCB9002COBOL,Rerates,"Hutto, Amy",ABEND,COBOL,STATIC
WWCB901Z,COBOL,WWCB901ZCOBOL,"Policy Services Workflow
Owner: Amy","Hutto, Amy",Y2KCOBOL,COPYBOOK,
WWCB901Z,COBOL,WWCB901ZCOBOL,"Policy Services Workflow
Owner: Amy","Hutto, Amy",UTCB9010,COBOL,STATIC
WWCB901Z,COBOL,WWCB901ZCOBOL,"Policy Services Workflow
Owner: Amy","Hutto, Amy",CEE3ABD,COBOL,STATIC
PECO0030,COBOL,PECO0030COBOL,Policy Exceptions,"Hutto, Amy",PECO5030,COBOL,
